Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population density (people per sq. km of land area),EN.POP.DNST,Czechia,CZE,133.651520641905,133.496065743497,133.352284198266,133.225999741167,133.089944350977,132.717264138734,132.219554807817,131.96474699107,131.926983305293,131.984222107171,132.166916903961,132.542459546926,133.318161812298,134.445921802175,135.214085965821,135.626181535673,135.90687556649,136.097177262722,136.159958559959,136.30337995338,136.589288952208,136.851858567543,137.21587877218,137.675534257221,138.226810266108,138.575928842168
Population density (people per sq. km of land area),EN.POP.DNST,Denmark,DNK,130.834325,131.57685,132.124775,132.605475,133.044975,133.4904,133.969575,134.398275,134.76435,135.113075,135.4858,135.9318,136.53595,137.340525,138.077375,138.692075,139.2643,139.7893,140.3733,141.086875,142.087075,143.20025,144.1245,144.8409,145.36055,145.7851
Population density (people per sq. km of land area),EN.POP.DNST,Djibouti,DJI,27.3112165660052,27.9701466781708,28.982614322692,30.1704918032787,31.2432269197584,32.2397756686799,33.2749352890423,34.3215703192407,35.0957290767903,35.639516824849,36.2022001725626,36.9182053494392,37.7276962899051,38.5131147540984,39.3238567730802,40.1316220880069,40.9213977566868,41.7060828300259,42.4859361518551,43.2578515962036,44.0169542709232,44.7650129421915,45.5065142364107,46.2416738567731,46.9676013805004,47.6785159620362
Population density (people per sq. km of land area),EN.POP.DNST,Dominica,DMA,92.6253333333333,92.5466666666667,92.3986666666667,92.1653333333333,91.8266666666667,91.348,91.0506666666667,91.156,91.3746666666667,91.532,91.6453333333333,91.7413333333333,91.796,91.8053333333333,91.8186666666667,91.812,92.0706666666667,92.1573333333333,92.9533333333333,93.8306666666667,93.88,92.808,91.328,90.8986666666667,90.5066666666667,90.0973333333333
Population density (people per sq. km of land area),EN.POP.DNST,Dominican Republic,DOM,163.28120471952,166.278079072656,169.200538190851,172.021569033326,174.833533429932,177.689712274891,180.506789484579,183.238149451459,185.895673773546,188.468060442972,190.954957565721,193.359200993583,195.728793210515,198.160422272821,200.688573794245,203.274166839164,205.870854895467,208.453963982612,211.008755951149,213.527799627406,215.997288346098,218.410888014904,220.799896501759,223.18470296005,226.026774543851,228.397349102723
Population density (people per sq. km of land area),EN.POP.DNST,Ecuador,ECU,41.867194047103,42.6634518133218,43.4587740210952,49.3283298437752,50.2125744886455,51.0919874375906,51.9839748751812,52.9009180222258,53.8424303430504,54.7942543082622,55.7503744564342,56.7165847962635,57.6935617651796,58.6857867611532,59.6954179416975,60.7050048316959,61.7097237880496,62.700088581092,63.6460299565147,64.5640360766629,65.4945442100177,66.4565107102593,67.4807497181511,68.6485223063295,69.8180906748269,70.6477089708488
Population density (people per sq. km of land area),EN.POP.DNST,"Egypt, Arab Rep.",EGY,65.9527068160129,67.334419609222,68.7445276005827,70.262990607263,71.8478617710583,73.4173328645336,74.9932482796725,76.587610628359,78.2094007735195,79.8407182681199,81.4717002360741,83.0784097644281,84.6614345270983,86.2572595308654,87.9015882264303,89.6037691496308,91.5094268923602,93.5868210357125,95.7693033301522,97.9744376914963,100.052581244663,102.109185795369,104.170030639409,106.165145411623,108.044761665578,109.814781254709
Population density (people per sq. km of land area),EN.POP.DNST,El Salvador,SLV,278.095125482625,280.177895752896,282.074227799228,283.821476833977,285.419884169884,286.841988416988,288.033783783784,288.930067567568,289.507673745174,289.800723938224,289.844498069498,289.68721042471,290.049420849421,290.989237451737,291.905357142857,292.86916023166,293.925048262548,295.076013513513,296.276013513514,297.439913127413,298.439961389961,299.266409266409,299.880936293436,300.183735521236,300.304922779923,300.901206563707
Population density (people per sq. km of land area),EN.POP.DNST,Equatorial Guinea,GNQ,20.3659180035651,21.1583600713012,21.9926203208556,22.8689483065954,23.7865953654189,25.0723351158645,26.7321212121212,28.4476648841355,30.2268092691622,32.0826024955437,33.7742245989305,35.3063458110517,36.935614973262,38.6641711229947,40.4874509803922,42.3916221033868,44.272192513369,46.1134759358289,47.9935115864528,49.9047415329768,51.8332620320856,53.7677718360071,55.7003921568627,57.6264527629233,59.5428520499109,61.1931550802139
Population density (people per sq. km of land area),EN.POP.DNST,Eritrea,ERI,20.0521485148515,21.073900990099,21.3082673267327,21.5883069306931,21.9087128712871,22.2478316831683,22.8918712871287,23.6928514851485,24.6921089108911,21.4765054072847,21.9889099906246,22.3422474247986,22.6651485964038,23.2643755206101,23.8530992984597,24.3272910774296,24.7626561652109,25.0820517513238,25.3975905581196,25.572294764578,25.6468528978016,25.8074296058691,26.0206072238481,26.3695100817645,26.7606490641362,27.1914115855899
Population density (people per sq. km of land area),EN.POP.DNST,Estonia,EST,33.8908704883227,33.3945270110875,33.0156876621845,32.7000707714083,32.7965086105214,32.9555319650861,32.7462845010616,32.5395140363293,32.3359282849729,32.1431941495636,31.9597782495872,31.7718801604152,31.6272705826846,31.5425807973579,31.4818353385232,31.4101203113942,31.3149091766926,31.2030195800896,30.3196917414309,30.2402806533241,30.26011042098,30.2689210950081,30.816,30.9234385964912,31.0385497076023,31.0999298245614
Population density (people per sq. km of land area),EN.POP.DNST,Eswatini,SWZ,56.420523255814,57.5488953488372,58.5252906976744,59.2821511627907,59.9291860465116,60.5473255813953,61.1083720930233,61.5954069767442,62.0174418604651,62.3929651162791,62.7338372093023,63.0486046511628,63.4130813953488,63.8425,64.2530813953488,64.6308139534884,64.9902906976744,65.3408720930233,65.6970930232558,66.0638953488372,66.4426162790698,66.8318023255814,67.3369186046512,67.960988372093,68.5973255813954,69.3447093023256
