iso_o,iso_d,contig,comlang_off,colony,comcol,dist,log_dist,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
CHN,TUR,0,0,0,0,7064.197,8.862794629777156,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
CHN,UKR,0,0,0,0,6460.799,8.773508273338912,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
CHN,USA,0,0,0,0,10993.68,9.305075841211476,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
CHN,VNM,1,0,0,0,2330.799,7.753966406231586,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
CHN,ZAF,0,0,0,0,12967.77,9.470222327292774,China,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
CIV,ARG,0,0,0,0,7231.426,8.886191529453063,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,AUS,0,0,0,0,15950.81,9.677264890622602,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,AUT,0,0,0,0,5152.116,8.547162783058669,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BEL,0,1,0,0,5125.518,8.541986872069792,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BGD,0,0,0,0,10223.82,9.232475570828532,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BGR,0,0,0,0,4952.379,8.50762334616924,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BLR,0,0,0,0,6106.147,8.717051247685674,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BRA,0,0,0,0,5630.741,8.635996328814096,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,BRN,0,0,0,0,13156.75,9.484690213893224,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CAN,0,1,0,0,8431.855,9.039772074238597,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CHE,0,1,0,0,4762.153,8.468455155888083,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CHL,0,0,0,0,8220.836,9.014427186041827,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CHN,0,0,0,0,12145.08,9.404679428487448,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CMR,0,1,0,1,1730.951,7.45642624743875,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,COL,0,0,0,0,7873.854,8.971302929294692,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CRI,0,0,0,0,8827.081,9.08557966136875,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CYP,0,0,0,0,5068.75,8.530849517863723,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,CZE,0,0,0,0,5274.965,8.570727323251164,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,DEU,0,0,0,0,5236.513,8.563411097784357,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,DNK,0,0,0,0,5795.408,8.664821158817501,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,EGY,0,0,0,0,4607.989,8.4355468152201,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,ESP,0,0,0,0,3906.717,8.270452658338941,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,EST,0,0,0,0,6500.883,8.779693292811322,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,FIN,0,0,0,0,6574.7,8.790984228628579,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,FRA,0,1,1,0,4884.159,8.49375238998324,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,GBR,0,0,0,0,5152.519,8.54724100028814,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,GRC,0,0,0,0,4595.084,8.432742315362631,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,HKG,0,0,0,0,12640.1,9.444629579061958,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,HRV,0,0,0,0,4902.112,8.497421411644268,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,HUN,0,0,0,0,5185.391,8.553600527656515,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,IDN,0,0,0,0,12371.63,9.423161227117863,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,IND,0,0,0,0,8878.358,9.091371908978362,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,IRL,0,0,0,0,5348.089,8.584494579818589,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,ISL,0,0,0,0,6704.444,8.810525869085813,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,ISR,0,0,0,0,5010.83,8.519356849020047,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,ITA,0,0,0,0,4386.772,8.386348928080967,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,JOR,0,0,0,0,5101.571,8.537303810493764,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,JPN,0,0,0,0,14108.31,9.554519264462987,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,KAZ,0,0,0,0,8879.904,9.091546025116967,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,KHM,0,0,0,1,11945.82,9.388136705373608,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,KOR,0,0,0,0,13079.55,9.478805220749646,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,LAO,0,0,0,1,11580.53,9.357080518646132,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,LTU,0,0,0,0,6091.532,8.714654889002366,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,LUX,0,1,0,0,5020.569,8.521298552876079,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,LVA,0,0,0,0,6252.606,8.740753615826783,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,MAR,0,1,0,1,3209.504,8.073871687051103,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,MEX,0,0,0,0,10358.2,9.245533755544288,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,MLT,0,0,0,0,3897.312,8.268042363719786,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,MMR,0,0,0,0,10924.13,9.298729382925568,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,MYS,0,0,0,0,11722.28,9.369246583459844,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,NGA,0,0,0,0,838.0292,6.73105294474375,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,NLD,0,0,0,0,5298.531,8.575184891310242,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,NOR,0,0,0,0,6204.993,8.73310956951559,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,NZL,0,0,0,0,15695.31,9.661117220594216,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,PAK,0,0,0,0,8499.803,9.04779826573924,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,PER,0,0,0,0,8308.706,9.025059159719685,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,PHL,0,0,0,0,13571.69,9.515741284499727,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,POL,0,0,0,0,5706.232,8.649314189902379,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,PRT,0,0,0,0,3754.935,8.230826253795415,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,RUS,0,0,0,0,6715.534,8.812178629250468,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SAU,0,0,0,0,5826.702,8.670206424596257,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SEN,0,1,0,1,1799.45,7.49523634163709,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SGP,0,0,0,0,11982.22,9.391179163349957,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SVK,0,0,0,0,5176.218,8.551829952759045,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SVN,0,0,0,0,4874.526,8.491778147935499,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,SWE,0,0,0,0,6301.391,8.748525681659087,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,THA,0,0,0,0,11434.37,9.344379010929531,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,TUN,0,1,0,1,3795.715,8.241628077880689,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,TUR,0,0,0,0,5152.292,8.547196943196742,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,UKR,0,0,0,0,5959.585,8.692756126762571,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,USA,0,0,0,0,7948.649,8.980757256100514,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,VNM,0,0,0,1,11845.84,9.379732030076777,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CIV,ZAF,0,0,0,0,4967.811,8.510734579411382,Côte d'Ivoire,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
CMR,ARG,0,0,0,0,8456.569,9.042698814784817,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,AUS,0,1,0,0,14687.67,9.594763645287616,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,AUT,0,0,0,0,4959.645,8.509089444576889,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BEL,0,1,0,0,5272.011,8.570167162674855,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BGD,0,0,0,0,8709.055,9.072118567978803,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BGR,0,0,0,0,4475.222,8.40631123841702,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BLR,0,0,0,0,5752.091,8.657318719859884,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BRA,0,0,0,0,6997.694,8.85333594519251,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,BRN,0,0,0,0,11467.0,9.347228624038305,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CAN,0,1,0,0,9793.375,9.18946141564567,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CHE,0,1,0,0,4813.109,8.479098516044385,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CHL,0,0,0,0,9531.194,9.162325277362726,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CHN,0,0,0,0,11002.26,9.305855985223067,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CIV,0,1,0,1,1730.951,7.45642624743875,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,COL,0,0,0,0,9604.101,9.169945473737325,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CRI,0,0,0,0,10552.99,9.264164511072801,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CYP,0,0,0,0,4146.538,8.330029048204747,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,CZE,0,0,0,0,5154.902,8.547703385601102,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,DEU,0,0,0,0,5316.503,8.578571035371994,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,DNK,0,0,0,0,5767.944,8.660070970179792,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,EGY,0,0,0,0,3579.672,8.183026455085635,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,ESP,0,0,0,0,4347.477,8.377350955817665,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,EST,0,0,0,0,6288.175,8.746426164510577,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,FIN,0,0,0,0,6368.713,8.759152687336886,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,FRA,0,1,1,0,5085.718,8.53419149812162,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,GBR,0,1,0,0,5413.581,8.59666607523253,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,GRC,0,0,0,0,3998.637,8.293708832033555,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,HKG,0,1,0,0,11148.41,9.31905216582293,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,HRV,0,0,0,0,4688.97,8.452968221116464,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,HUN,0,0,0,0,4911.726,8.499380686512161,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,IDN,0,0,0,0,10640.69,9.27244061041705,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,IND,0,1,0,0,7444.171,8.915186589018989,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,IRL,0,1,0,0,5742.18,8.655594208152054,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,ISL,0,0,0,0,7229.908,8.885981590313897,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,ISR,0,1,0,0,3970.169,8.286563942044712,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,ITA,0,0,0,0,4234.211,8.35095228512481,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,JOR,0,0,0,0,4034.966,8.302753154398411,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,JPN,0,0,0,0,13083.03,9.479071249560299,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,KAZ,0,0,0,0,7749.332,8.955361925084128,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,KHM,0,0,0,1,10300.7,9.23996713307352,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,KOR,0,0,0,0,11957.9,9.389147426803442,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,LAO,0,0,0,1,10002.67,9.210607336338025,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,LTU,0,0,0,0,5793.484,8.664489116717588,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,LUX,0,1,0,0,5117.125,8.540348036882726,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,LVA,0,0,0,0,6013.586,8.701776521804144,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,MAR,0,1,0,1,3860.319,8.25850510153122,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,MEX,0,0,0,0,12027.18,9.39492436752439,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,MLT,0,1,0,0,3580.575,8.183278681022754,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,MMR,0,0,0,0,9323.952,9.140341852137249,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,MYS,0,0,0,0,10013.85,9.211724413748344,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,NGA,1,1,0,0,938.0098,6.843760396712841,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,NLD,0,0,0,0,5432.492,8.600153239511,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,NOR,0,0,0,0,6240.519,8.738818630981708,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,NZL,0,1,0,0,15243.89,9.631934046013898,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,PAK,0,1,0,0,7168.504,8.877452264682958,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,PER,0,0,0,0,9951.064,9.2054347591089,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,PHL,0,1,0,0,11990.29,9.391852434551415,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,POL,0,0,0,0,5457.721,8.60478658233623,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,PRT,0,0,0,0,4409.443,8.391503656609013,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,RUS,0,0,0,0,6231.046,8.737299494959597,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SAU,0,0,0,0,4427.029,8.395483983422228,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SEN,0,1,0,1,3395.313,8.130151230146689,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SGP,0,1,0,0,10266.38,9.236629757825806,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SVK,0,0,0,0,4961.85,8.509533934048749,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SVN,0,0,0,0,4707.578,8.45692882969834,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,SWE,0,0,0,0,6201.053,8.7324743953219,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,THA,0,0,0,0,9805.571,9.190705972528905,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,TUN,0,1,0,1,3673.425,8.208879748355383,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,TUR,0,0,0,0,4490.615,8.409744942403393,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,UKR,0,0,0,0,5480.026,8.608865124456353,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,USA,0,1,0,0,9359.483,9.144145332903392,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,VNM,0,0,0,1,10313.96,9.241253596379611,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
CMR,ZAF,0,1,0,0,4268.166,8.358939505760883,Cameroon,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
COL,ARG,0,1,0,0,4706.263,8.456649453828586,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,AUS,0,0,0,0,14260.45,9.565245250272625,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,AUT,0,0,0,0,9738.664,9.183859220903985,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BEL,0,0,0,0,8874.132,9.090895806743708,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BGD,0,0,0,0,16506.31,9.711498011025583,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BGR,0,0,0,0,10348.02,9.244550476044678,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BLR,0,0,0,0,10417.04,9.2511982058542,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BRA,1,0,0,0,4399.134,8.389162982353294,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,BRN,0,0,0,0,18491.83,9.825084291901247,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CAN,0,0,0,0,4363.174,8.380955053144344,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CHE,0,0,0,0,9070.684,9.112802953716669,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CHL,0,1,0,0,4269.443,8.359238652749115,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CHN,0,0,0,0,14937.48,9.611628769760836,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CIV,0,0,0,0,7873.854,8.971302929294692,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CMR,0,0,0,0,9604.101,9.169945473737325,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CRI,0,1,0,0,1157.984,7.054435841111752,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CYP,0,0,0,0,11372.43,9.33894728422627,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,CZE,0,0,0,0,9585.834,9.168041662649127,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,DEU,0,0,0,0,9062.736,9.11192634020317,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,DNK,0,0,0,0,9443.786,9.153112238058787,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,EGY,0,0,0,0,11313.6,9.333760820849976,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,ESP,0,1,1,0,8107.001,9.000483288337891,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,EST,0,0,0,0,10124.84,9.222747089380745,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,FIN,0,0,0,0,10123.49,9.22261374505042,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,FRA,0,0,0,0,8707.677,9.071960329337607,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,GBR,0,0,0,0,8570.659,9.056099904784826,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,GRC,0,0,0,0,10466.42,9.255927316071551,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,HKG,0,0,0,0,16876.18,9.733658439221953,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,HRV,0,0,0,0,9727.443,9.182706345165364,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
COL,HUN,0,0,0,0,9945.401,9.204865512244906,Colombia,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
