iso_o,TIME_PERIOD,gdp_pct
UKR,2012,2426.93
UKR,2013,2432.42
UKR,2014,2308.64
UKR,2015,2094.47
UKR,2016,2156.08
UKR,2017,2217.75
UKR,2018,2308.67
UKR,2019,2398.08
UKR,2020,2324.11
GBR,1999,37435.88
GBR,2000,38921.9
GBR,2001,39769.87
GBR,2002,40312.98
GBR,2003,41390.61
GBR,2004,42167.36
GBR,2005,43023.23
GBR,2006,43724.9
GBR,2007,44524.57
GBR,2008,44065.62
GBR,2009,41712.83
GBR,2010,42311.43
GBR,2011,42459.96
GBR,2012,42794.78
GBR,2013,43274.34
GBR,2014,44324.39
GBR,2015,44983.89
GBR,2016,45485.65
GBR,2017,46439.86
GBR,2018,46862.97
GBR,2019,47379.8
GBR,2020,42429.19
USA,1999,47234.25
USA,2000,48616.25
USA,2001,48597.42
USA,2002,48967.37
USA,2003,49905.52
USA,2004,51348.35
USA,2005,52649.57
USA,2006,53596.32
USA,2007,54152.83
USA,2008,53703.96
USA,2009,51863.62
USA,2010,52812.68
USA,2011,53215.54
USA,2012,54000.84
USA,2013,54728.86
USA,2014,55665.24
USA,2015,56849.47
USA,2016,57430.85
USA,2017,58435.97
USA,2018,59817.66
USA,2019,61047.96
USA,2020,59484.03
VNM,1999,1148.04
VNM,2000,1212.2
VNM,2001,1273.81
VNM,2002,1340.52
VNM,2003,1418.74
VNM,2004,1510.94
VNM,2005,1609.96
VNM,2006,1699.68
VNM,2007,1788.95
VNM,2008,1856.01
VNM,2009,1927.13
VNM,2010,2027.58
VNM,2011,2132.9
VNM,2012,2224.11
VNM,2013,2320.08
VNM,2014,2439.29
VNM,2015,2577.57
VNM,2016,2715.58
VNM,2017,2868.14
VNM,2018,3048.28
VNM,2019,3241.08
VNM,2020,3303.17
