iso_o,iso_d,log_dist
CHL,CAN,9.063259773452279
CHL,CHE,9.381453515196009
CHL,CHN,9.856389655674324
CHL,CIV,9.014427186041827
CHL,CMR,9.162325277362726
CHL,COL,8.359238652749115
CHL,CRI,8.525846047249244
CHL,CYP,9.490295165762223
CHL,CZE,9.432448187100798
CHL,DEU,9.400829317991766
CHL,DNK,9.444984734695442
CHL,EGY,9.458699326031445
CHL,ESP,9.27941017383725
CHL,EST,9.50810593473185
CHL,FIN,9.51055310672708
CHL,FRA,9.364210155212831
CHL,GBR,9.366097189844336
CHL,GRC,9.439327615612646
CHL,HKG,9.836135477064008
CHL,HRV,9.423510352167172
CHL,HUN,9.44699464111033
CHL,IDN,9.655941159144016
CHL,IND,9.737228697048954
CHL,IRL,9.348514097280301
CHL,ISL,9.3650080609883
CHL,ISR,9.489349190265113
CHL,ITA,9.386305938860547
CHL,JOR,9.496525574677214
CHL,JPN,9.755415526865983
CHL,KAZ,9.742735884041709
CHL,KHM,9.773004651393233
CHL,KOR,9.818756119951425
CHL,LAO,9.808194522584744
CHL,LTU,9.500051883722248
CHL,LUX,9.38767451225909
CHL,LVA,9.499946342548556
CHL,MAR,9.214563442249055
CHL,MEX,8.798050477906513
CHL,MLT,9.37086526470342
CHL,MMR,9.784346970830944
CHL,MYS,9.714873439069148
CHL,NGA,9.10084632503675
CHL,NLD,9.39492270462281
CHL,NOR,9.453077901369857
CHL,NZL,9.120240156706256
CHL,PAK,9.722854369636483
CHL,PER,7.811423885937998
CHL,PHL,9.777176317443157
CHL,POL,9.47289461839596
CHL,PRT,9.234255121133613
CHL,RUS,9.557703091428568
CHL,SAU,9.54378230758379
CHL,SEN,8.959262001545715
CHL,SGP,9.705206721294411
CHL,SVK,9.439325229593763
CHL,SVN,9.416418330894498
CHL,SWE,9.480706383062715
CHL,THA,9.779017835773267
CHL,TUN,9.347052450850885
