iso_o,iso_d,TIME_PERIOD,rta
MAR,AUS,2006,0
MAR,AUS,2007,0
MAR,AUS,2008,0
MAR,AUS,2009,0
MAR,AUS,2010,0
MAR,AUS,2011,0
MAR,AUS,2012,0
MAR,AUS,2013,0
MAR,AUS,2014,0
MAR,AUS,2015,0
MAR,AUS,2016,0
MAR,AUS,2017,0
MAR,AUS,2018,0
MAR,AUS,2019,0
MAR,AUS,2020,0
MAR,AUT,2000,1
MAR,AUT,2001,1
MAR,AUT,2002,1
MAR,AUT,2003,1
MAR,AUT,2004,1
MAR,AUT,2005,1
MAR,AUT,2006,1
MAR,AUT,2007,1
MAR,AUT,2008,1
MAR,AUT,2009,1
MAR,AUT,2010,1
MAR,AUT,2011,1
MAR,AUT,2012,1
MAR,AUT,2013,1
MAR,AUT,2014,1
MAR,AUT,2015,1
MAR,AUT,2016,1
MAR,AUT,2017,1
MAR,AUT,2018,1
MAR,AUT,2019,1
MAR,AUT,2020,1
MAR,BEL,2000,1
MAR,BEL,2001,1
MAR,BEL,2002,1
MAR,BEL,2003,1
MAR,BEL,2004,1
MAR,BEL,2005,1
MAR,BEL,2006,1
MAR,BEL,2007,1
MAR,BEL,2008,1
MAR,BEL,2009,1
MAR,BEL,2010,1
MAR,BEL,2011,1
MAR,BEL,2012,1
MAR,BEL,2013,1
MAR,BEL,2014,1
MAR,BEL,2015,1
MAR,BEL,2016,1
MAR,BEL,2017,1
MAR,BEL,2018,1
MAR,BEL,2019,1
MAR,BEL,2020,1
MAR,BGD,2000,1
MAR,BGD,2001,1
MAR,BGD,2002,1
MAR,BGD,2003,1
MAR,BGD,2004,1
MAR,BGD,2005,1
MAR,BGD,2006,1
MAR,BGD,2007,1
MAR,BGD,2008,1
MAR,BGD,2009,1
MAR,BGD,2010,1
MAR,BGD,2011,1
MAR,BGD,2012,1
MAR,BGD,2013,1
MAR,BGD,2014,1
MAR,BGD,2015,1
MAR,BGD,2016,1
MAR,BGD,2017,1
MAR,BGD,2018,1
MAR,BGD,2019,1
MAR,BGD,2020,1
MAR,BGR,2000,0
MAR,BGR,2001,0
MAR,BGR,2002,0
MAR,BGR,2003,0
MAR,BGR,2004,0
MAR,BGR,2005,0
MAR,BGR,2006,0
MAR,BGR,2007,1
MAR,BGR,2008,1
MAR,BGR,2009,1
MAR,BGR,2010,1
MAR,BGR,2011,1
MAR,BGR,2012,1
MAR,BGR,2013,1
MAR,BGR,2014,1
MAR,BGR,2015,1
MAR,BGR,2016,1
MAR,BGR,2017,1
MAR,BGR,2018,1
MAR,BGR,2019,1
MAR,BGR,2020,1
MAR,BLR,2000,0
MAR,BLR,2001,0
MAR,BLR,2002,0
MAR,BLR,2003,0
MAR,BLR,2004,0
MAR,BLR,2005,0
MAR,BLR,2006,0
MAR,BLR,2007,0
MAR,BLR,2008,0
MAR,BLR,2009,0
MAR,BLR,2010,0
MAR,BLR,2011,0
MAR,BLR,2012,0
MAR,BLR,2013,0
MAR,BLR,2014,0
MAR,BLR,2015,0
MAR,BLR,2016,0
MAR,BLR,2017,0
MAR,BLR,2018,0
MAR,BLR,2019,0
MAR,BLR,2020,0
MAR,BRA,2000,1
MAR,BRA,2001,1
MAR,BRA,2002,1
MAR,BRA,2003,1
MAR,BRA,2004,1
MAR,BRA,2005,1
MAR,BRA,2006,1
MAR,BRA,2007,1
MAR,BRA,2008,1
MAR,BRA,2009,1
MAR,BRA,2010,1
MAR,BRA,2011,1
MAR,BRA,2012,1
MAR,BRA,2013,1
MAR,BRA,2014,1
MAR,BRA,2015,1
MAR,BRA,2016,1
MAR,BRA,2017,1
MAR,BRA,2018,1
MAR,BRA,2019,1
MAR,BRA,2020,1
MAR,BRN,2000,0
MAR,BRN,2001,0
MAR,BRN,2002,0
MAR,BRN,2003,0
MAR,BRN,2004,0
MAR,BRN,2005,0
MAR,BRN,2006,0
MAR,BRN,2007,0
MAR,BRN,2008,0
MAR,BRN,2009,0
MAR,BRN,2010,0
MAR,BRN,2011,0
MAR,BRN,2012,0
MAR,BRN,2013,0
MAR,BRN,2014,0
MAR,BRN,2015,0
MAR,BRN,2016,0
MAR,BRN,2017,0
MAR,BRN,2018,0
MAR,BRN,2019,0
MAR,BRN,2020,0
MAR,CAN,2000,0
MAR,CAN,2001,0
MAR,CAN,2002,0
MAR,CAN,2003,0
MAR,CAN,2004,0
MAR,CAN,2005,0
MAR,CAN,2006,0
MAR,CAN,2007,0
MAR,CAN,2008,0
MAR,CAN,2009,0
MAR,CAN,2010,0
MAR,CAN,2011,0
MAR,CAN,2012,0
MAR,CAN,2013,0
MAR,CAN,2014,0
MAR,CAN,2015,0
MAR,CAN,2016,0
MAR,CAN,2017,0
MAR,CAN,2018,0
MAR,CAN,2019,0
MAR,CAN,2020,0
MAR,CHE,2000,1
MAR,CHE,2001,1
MAR,CHE,2002,1
MAR,CHE,2003,1
MAR,CHE,2004,1
MAR,CHE,2005,1
MAR,CHE,2006,1
MAR,CHE,2007,1
MAR,CHE,2008,1
MAR,CHE,2009,1
MAR,CHE,2010,1
MAR,CHE,2011,1
MAR,CHE,2012,1
MAR,CHE,2013,1
MAR,CHE,2014,1
MAR,CHE,2015,1
MAR,CHE,2016,1
MAR,CHE,2017,1
MAR,CHE,2018,1
MAR,CHE,2019,1
MAR,CHE,2020,1
MAR,CHL,2000,1
MAR,CHL,2001,1
MAR,CHL,2002,1
MAR,CHL,2003,1
MAR,CHL,2004,1
MAR,CHL,2005,1
MAR,CHL,2006,1
MAR,CHL,2007,1
MAR,CHL,2008,1
MAR,CHL,2009,1
MAR,CHL,2010,1
MAR,CHL,2011,1
MAR,CHL,2012,1
MAR,CHL,2013,1
MAR,CHL,2014,1
MAR,CHL,2015,1
MAR,CHL,2016,1
MAR,CHL,2017,1
MAR,CHL,2018,1
MAR,CHL,2019,1
MAR,CHL,2020,1
MAR,CHN,2000,0
MAR,CHN,2001,0
MAR,CHN,2002,0
MAR,CHN,2003,0
MAR,CHN,2004,0
MAR,CHN,2005,0
MAR,CHN,2006,0
MAR,CHN,2007,0
MAR,CHN,2008,0
MAR,CHN,2009,0
MAR,CHN,2010,0
MAR,CHN,2011,0
MAR,CHN,2012,0
MAR,CHN,2013,0
MAR,CHN,2014,0
MAR,CHN,2015,0
MAR,CHN,2016,0
MAR,CHN,2017,0
MAR,CHN,2018,0
MAR,CHN,2019,0
MAR,CHN,2020,0
MAR,CIV,2000,0
MAR,CIV,2001,0
MAR,CIV,2002,0
MAR,CIV,2003,0
MAR,CIV,2004,0
MAR,CIV,2005,0
MAR,CIV,2006,0
MAR,CIV,2007,0
MAR,CIV,2008,0
MAR,CIV,2009,0
MAR,CIV,2010,0
MAR,CIV,2011,0
MAR,CIV,2012,0
MAR,CIV,2013,0
MAR,CIV,2014,0
MAR,CIV,2015,0
MAR,CIV,2016,0
MAR,CIV,2017,0
MAR,CIV,2018,0
MAR,CIV,2019,0
MAR,CIV,2020,0
MAR,CMR,2000,1
MAR,CMR,2001,1
MAR,CMR,2002,1
MAR,CMR,2003,1
MAR,CMR,2004,1
MAR,CMR,2005,1
MAR,CMR,2006,1
MAR,CMR,2007,1
MAR,CMR,2008,1
MAR,CMR,2009,1
MAR,CMR,2010,1
MAR,CMR,2011,1
MAR,CMR,2012,1
MAR,CMR,2013,1
MAR,CMR,2014,1
MAR,CMR,2015,1
MAR,CMR,2016,1
MAR,CMR,2017,1
MAR,CMR,2018,1
MAR,CMR,2019,1
MAR,CMR,2020,1
MAR,COL,2000,1
MAR,COL,2001,1
MAR,COL,2002,1
MAR,COL,2003,1
MAR,COL,2004,1
MAR,COL,2005,1
MAR,COL,2006,1
MAR,COL,2007,1
MAR,COL,2008,1
MAR,COL,2009,1
MAR,COL,2010,1
MAR,COL,2011,1
MAR,COL,2012,1
MAR,COL,2013,1
MAR,COL,2014,1
MAR,COL,2015,1
MAR,COL,2016,1
MAR,COL,2017,1
MAR,COL,2018,1
MAR,COL,2019,1
MAR,COL,2020,1
MAR,CRI,2000,0
MAR,CRI,2001,0
MAR,CRI,2002,0
MAR,CRI,2003,0
MAR,CRI,2004,0
MAR,CRI,2005,0
MAR,CRI,2006,0
MAR,CRI,2007,0
MAR,CRI,2008,0
MAR,CRI,2009,0
MAR,CRI,2010,0
MAR,CRI,2011,0
MAR,CRI,2012,0
MAR,CRI,2013,0
MAR,CRI,2014,0
MAR,CRI,2015,0
MAR,CRI,2016,0
MAR,CRI,2017,0
MAR,CRI,2018,0
MAR,CRI,2019,0
MAR,CRI,2020,0
MAR,CYP,2000,0
MAR,CYP,2001,0
MAR,CYP,2002,0
MAR,CYP,2003,0
MAR,CYP,2004,1
MAR,CYP,2005,1
MAR,CYP,2006,1
MAR,CYP,2007,1
MAR,CYP,2008,1
MAR,CYP,2009,1
MAR,CYP,2010,1
MAR,CYP,2011,1
MAR,CYP,2012,1
MAR,CYP,2013,1
MAR,CYP,2014,1
MAR,CYP,2015,1
MAR,CYP,2016,1
MAR,CYP,2017,1
MAR,CYP,2018,1
MAR,CYP,2019,1
MAR,CYP,2020,1
MAR,CZE,2000,0
MAR,CZE,2001,0
MAR,CZE,2002,0
MAR,CZE,2003,0
MAR,CZE,2004,1
MAR,CZE,2005,1
MAR,CZE,2006,1
MAR,CZE,2007,1
MAR,CZE,2008,1
MAR,CZE,2009,1
MAR,CZE,2010,1
MAR,CZE,2011,1
MAR,CZE,2012,1
MAR,CZE,2013,1
MAR,CZE,2014,1
MAR,CZE,2015,1
MAR,CZE,2016,1
MAR,CZE,2017,1
MAR,CZE,2018,1
MAR,CZE,2019,1
MAR,CZE,2020,1
MAR,DEU,2000,1
MAR,DEU,2001,1
MAR,DEU,2002,1
MAR,DEU,2003,1
MAR,DEU,2004,1
MAR,DEU,2005,1
MAR,DEU,2006,1
MAR,DEU,2007,1
MAR,DEU,2008,1
MAR,DEU,2009,1
MAR,DEU,2010,1
MAR,DEU,2011,1
MAR,DEU,2012,1
MAR,DEU,2013,1
MAR,DEU,2014,1
MAR,DEU,2015,1
MAR,DEU,2016,1
MAR,DEU,2017,1
MAR,DEU,2018,1
MAR,DEU,2019,1
MAR,DEU,2020,1
MAR,DNK,2000,1
MAR,DNK,2001,1
MAR,DNK,2002,1
MAR,DNK,2003,1
MAR,DNK,2004,1
MAR,DNK,2005,1
MAR,DNK,2006,1
MAR,DNK,2007,1
MAR,DNK,2008,1
MAR,DNK,2009,1
MAR,DNK,2010,1
MAR,DNK,2011,1
MAR,DNK,2012,1
MAR,DNK,2013,1
MAR,DNK,2014,1
MAR,DNK,2015,1
MAR,DNK,2016,1
MAR,DNK,2017,1
MAR,DNK,2018,1
MAR,DNK,2019,1
MAR,DNK,2020,1
MAR,EGY,2000,1
MAR,EGY,2001,1
MAR,EGY,2002,1
MAR,EGY,2003,1
MAR,EGY,2004,1
MAR,EGY,2005,1
MAR,EGY,2006,1
MAR,EGY,2007,1
MAR,EGY,2008,1
MAR,EGY,2009,1
MAR,EGY,2010,1
MAR,EGY,2011,1
MAR,EGY,2012,1
MAR,EGY,2013,1
MAR,EGY,2014,1
MAR,EGY,2015,1
MAR,EGY,2016,1
MAR,EGY,2017,1
MAR,EGY,2018,1
MAR,EGY,2019,1
MAR,EGY,2020,1
MAR,ESP,2000,1
MAR,ESP,2001,1
MAR,ESP,2002,1
MAR,ESP,2003,1
MAR,ESP,2004,1
MAR,ESP,2005,1
MAR,ESP,2006,1
MAR,ESP,2007,1
MAR,ESP,2008,1
MAR,ESP,2009,1
MAR,ESP,2010,1
MAR,ESP,2011,1
MAR,ESP,2012,1
MAR,ESP,2013,1
MAR,ESP,2014,1
MAR,ESP,2015,1
MAR,ESP,2016,1
MAR,ESP,2017,1
MAR,ESP,2018,1
MAR,ESP,2019,1
MAR,ESP,2020,1
MAR,EST,2000,0
MAR,EST,2001,0
MAR,EST,2002,0
MAR,EST,2003,0
MAR,EST,2004,1
MAR,EST,2005,1
MAR,EST,2006,1
MAR,EST,2007,1
MAR,EST,2008,1
MAR,EST,2009,1
MAR,EST,2010,1
MAR,EST,2011,1
MAR,EST,2012,1
MAR,EST,2013,1
MAR,EST,2014,1
MAR,EST,2015,1
MAR,EST,2016,1
MAR,EST,2017,1
MAR,EST,2018,1
MAR,EST,2019,1
MAR,EST,2020,1
MAR,FIN,2000,1
MAR,FIN,2001,1
MAR,FIN,2002,1
MAR,FIN,2003,1
MAR,FIN,2004,1
MAR,FIN,2005,1
MAR,FIN,2006,1
MAR,FIN,2007,1
MAR,FIN,2008,1
MAR,FIN,2009,1
MAR,FIN,2010,1
MAR,FIN,2011,1
MAR,FIN,2012,1
MAR,FIN,2013,1
MAR,FIN,2014,1
MAR,FIN,2015,1
MAR,FIN,2016,1
MAR,FIN,2017,1
MAR,FIN,2018,1
MAR,FIN,2019,1
MAR,FIN,2020,1
MAR,FRA,2000,1
MAR,FRA,2001,1
MAR,FRA,2002,1
MAR,FRA,2003,1
MAR,FRA,2004,1
MAR,FRA,2005,1
MAR,FRA,2006,1
MAR,FRA,2007,1
MAR,FRA,2008,1
MAR,FRA,2009,1
MAR,FRA,2010,1
MAR,FRA,2011,1
MAR,FRA,2012,1
MAR,FRA,2013,1
MAR,FRA,2014,1
MAR,FRA,2015,1
MAR,FRA,2016,1
MAR,FRA,2017,1
MAR,FRA,2018,1
MAR,FRA,2019,1
MAR,FRA,2020,1
MAR,GBR,2000,1
MAR,GBR,2001,1
MAR,GBR,2002,1
MAR,GBR,2003,1
MAR,GBR,2004,1
MAR,GBR,2005,1
MAR,GBR,2006,1
MAR,GBR,2007,1
MAR,GBR,2008,1
MAR,GBR,2009,1
MAR,GBR,2010,1
MAR,GBR,2011,1
MAR,GBR,2012,1
MAR,GBR,2013,1
MAR,GBR,2014,1
MAR,GBR,2015,1
MAR,GBR,2016,1
MAR,GBR,2017,1
MAR,GBR,2018,1
MAR,GBR,2019,1
MAR,GBR,2020,1
MAR,GRC,2000,1
MAR,GRC,2001,1
MAR,GRC,2002,1
MAR,GRC,2003,1
MAR,GRC,2004,1
MAR,GRC,2005,1
MAR,GRC,2006,1
MAR,GRC,2007,1
MAR,GRC,2008,1
MAR,GRC,2009,1
MAR,GRC,2010,1
MAR,GRC,2011,1
MAR,GRC,2012,1
MAR,GRC,2013,1
MAR,GRC,2014,1
MAR,GRC,2015,1
MAR,GRC,2016,1
MAR,GRC,2017,1
MAR,GRC,2018,1
MAR,GRC,2019,1
MAR,GRC,2020,1
MAR,HKG,2000,0
MAR,HKG,2001,0
MAR,HKG,2002,0
MAR,HKG,2003,0
MAR,HKG,2004,0
MAR,HKG,2005,0
MAR,HKG,2006,0
MAR,HKG,2007,0
MAR,HKG,2008,0
MAR,HKG,2009,0
MAR,HKG,2010,0
MAR,HKG,2011,0
MAR,HKG,2012,0
MAR,HKG,2013,0
MAR,HKG,2014,0
MAR,HKG,2015,0
MAR,HKG,2016,0
MAR,HKG,2017,0
MAR,HKG,2018,0
MAR,HKG,2019,0
MAR,HKG,2020,0
MAR,HRV,2000,0
MAR,HRV,2001,0
MAR,HRV,2002,0
MAR,HRV,2003,0
MAR,HRV,2004,0
MAR,HRV,2005,0
MAR,HRV,2006,0
MAR,HRV,2007,0
MAR,HRV,2008,0
MAR,HRV,2009,0
MAR,HRV,2010,0
MAR,HRV,2011,0
MAR,HRV,2012,0
MAR,HRV,2013,1
MAR,HRV,2014,1
MAR,HRV,2015,1
MAR,HRV,2016,1
MAR,HRV,2017,1
MAR,HRV,2018,1
MAR,HRV,2019,1
MAR,HRV,2020,1
MAR,HUN,2000,0
MAR,HUN,2001,0
MAR,HUN,2002,0
MAR,HUN,2003,0
MAR,HUN,2004,1
MAR,HUN,2005,1
MAR,HUN,2006,1
MAR,HUN,2007,1
MAR,HUN,2008,1
MAR,HUN,2009,1
MAR,HUN,2010,1
MAR,HUN,2011,1
MAR,HUN,2012,1
MAR,HUN,2013,1
MAR,HUN,2014,1
MAR,HUN,2015,1
MAR,HUN,2016,1
MAR,HUN,2017,1
MAR,HUN,2018,1
MAR,HUN,2019,1
MAR,HUN,2020,1
MAR,IDN,2000,1
MAR,IDN,2001,1
MAR,IDN,2002,1
MAR,IDN,2003,1
MAR,IDN,2004,1
MAR,IDN,2005,1
MAR,IDN,2006,1
MAR,IDN,2007,1
MAR,IDN,2008,1
MAR,IDN,2009,1
MAR,IDN,2010,1
MAR,IDN,2011,1
MAR,IDN,2012,1
MAR,IDN,2013,1
MAR,IDN,2014,1
MAR,IDN,2015,1
MAR,IDN,2016,1
MAR,IDN,2017,1
MAR,IDN,2018,1
MAR,IDN,2019,1
MAR,IDN,2020,1
MAR,IND,2000,1
MAR,IND,2001,1
MAR,IND,2002,1
MAR,IND,2003,1
MAR,IND,2004,1
MAR,IND,2005,1
MAR,IND,2006,1
MAR,IND,2007,1
MAR,IND,2008,1
MAR,IND,2009,1
MAR,IND,2010,1
MAR,IND,2011,1
MAR,IND,2012,1
MAR,IND,2013,1
MAR,IND,2014,1
MAR,IND,2015,1
MAR,IND,2016,1
MAR,IND,2017,1
MAR,IND,2018,1
MAR,IND,2019,1
MAR,IND,2020,1
MAR,IRL,2000,1
MAR,IRL,2001,1
MAR,IRL,2002,1
MAR,IRL,2003,1
MAR,IRL,2004,1
MAR,IRL,2005,1
MAR,IRL,2006,1
MAR,IRL,2007,1
MAR,IRL,2008,1
MAR,IRL,2009,1
MAR,IRL,2010,1
MAR,IRL,2011,1
MAR,IRL,2012,1
MAR,IRL,2013,1
MAR,IRL,2014,1
MAR,IRL,2015,1
MAR,IRL,2016,1
MAR,IRL,2017,1
MAR,IRL,2018,1
MAR,IRL,2019,1
MAR,IRL,2020,1
MAR,ISL,2000,1
MAR,ISL,2001,1
MAR,ISL,2002,1
MAR,ISL,2003,1
MAR,ISL,2004,1
MAR,ISL,2005,1
MAR,ISL,2006,1
MAR,ISL,2007,1
MAR,ISL,2008,1
MAR,ISL,2009,1
MAR,ISL,2010,1
MAR,ISL,2011,1
MAR,ISL,2012,1
MAR,ISL,2013,1
MAR,ISL,2014,1
MAR,ISL,2015,1
MAR,ISL,2016,1
MAR,ISL,2017,1
MAR,ISL,2018,1
MAR,ISL,2019,1
MAR,ISL,2020,1
MAR,ISR,2000,0
MAR,ISR,2001,0
MAR,ISR,2002,0
MAR,ISR,2003,0
MAR,ISR,2004,0
MAR,ISR,2005,0
MAR,ISR,2006,0
MAR,ISR,2007,0
MAR,ISR,2008,0
MAR,ISR,2009,0
MAR,ISR,2010,0
MAR,ISR,2011,0
MAR,ISR,2012,0
MAR,ISR,2013,0
MAR,ISR,2014,0
MAR,ISR,2015,0
MAR,ISR,2016,0
MAR,ISR,2017,0
MAR,ISR,2018,0
MAR,ISR,2019,0
MAR,ISR,2020,0
MAR,ITA,2000,1
MAR,ITA,2001,1
MAR,ITA,2002,1
MAR,ITA,2003,1
MAR,ITA,2004,1
MAR,ITA,2005,1
MAR,ITA,2006,1
MAR,ITA,2007,1
MAR,ITA,2008,1
MAR,ITA,2009,1
MAR,ITA,2010,1
MAR,ITA,2011,1
MAR,ITA,2012,1
MAR,ITA,2013,1
MAR,ITA,2014,1
MAR,ITA,2015,1
MAR,ITA,2016,1
MAR,ITA,2017,1
MAR,ITA,2018,1
MAR,ITA,2019,1
MAR,ITA,2020,1
MAR,JOR,2000,1
MAR,JOR,2001,1
MAR,JOR,2002,1
MAR,JOR,2003,1
MAR,JOR,2004,1
MAR,JOR,2005,1
MAR,JOR,2006,1
MAR,JOR,2007,1
MAR,JOR,2008,1
MAR,JOR,2009,1
MAR,JOR,2010,1
MAR,JOR,2011,1
MAR,JOR,2012,1
MAR,JOR,2013,1
MAR,JOR,2014,1
MAR,JOR,2015,1
MAR,JOR,2016,1
MAR,JOR,2017,1
MAR,JOR,2018,1
MAR,JOR,2019,1
MAR,JOR,2020,1
MAR,JPN,2000,0
MAR,JPN,2001,0
MAR,JPN,2002,0
MAR,JPN,2003,0
MAR,JPN,2004,0
MAR,JPN,2005,0
MAR,JPN,2006,0
MAR,JPN,2007,0
MAR,JPN,2008,0
MAR,JPN,2009,0
MAR,JPN,2010,0
MAR,JPN,2011,0
MAR,JPN,2012,0
MAR,JPN,2013,0
MAR,JPN,2014,0
MAR,JPN,2015,0
MAR,JPN,2016,0
MAR,JPN,2017,0
MAR,JPN,2018,0
MAR,JPN,2019,0
MAR,JPN,2020,0
MAR,KAZ,2000,0
MAR,KAZ,2001,0
MAR,KAZ,2002,0
MAR,KAZ,2003,0
MAR,KAZ,2004,0
MAR,KAZ,2005,0
MAR,KAZ,2006,0
MAR,KAZ,2007,0
MAR,KAZ,2008,0
MAR,KAZ,2009,0
MAR,KAZ,2010,0
MAR,KAZ,2011,0
MAR,KAZ,2012,0
MAR,KAZ,2013,0
MAR,KAZ,2014,0
MAR,KAZ,2015,0
MAR,KAZ,2016,0
MAR,KAZ,2017,0
MAR,KAZ,2018,0
MAR,KAZ,2019,0
MAR,KAZ,2020,0
MAR,KHM,2000,0
MAR,KHM,2001,0
MAR,KHM,2002,0
MAR,KHM,2003,0
MAR,KHM,2004,0
MAR,KHM,2005,0
MAR,KHM,2006,0
MAR,KHM,2007,0
MAR,KHM,2008,0
MAR,KHM,2009,0
MAR,KHM,2010,0
MAR,KHM,2011,0
MAR,KHM,2012,0
MAR,KHM,2013,0
MAR,KHM,2014,0
MAR,KHM,2015,0
MAR,KHM,2016,0
MAR,KHM,2017,0
MAR,KHM,2018,0
MAR,KHM,2019,0
MAR,KHM,2020,0
MAR,KOR,2000,1
MAR,KOR,2001,1
MAR,KOR,2002,1
MAR,KOR,2003,1
MAR,KOR,2004,1
MAR,KOR,2005,1
MAR,KOR,2006,1
MAR,KOR,2007,1
MAR,KOR,2008,1
MAR,KOR,2009,1
MAR,KOR,2010,1
MAR,KOR,2011,1
MAR,KOR,2012,1
MAR,KOR,2013,1
MAR,KOR,2014,1
MAR,KOR,2015,1
MAR,KOR,2016,1
MAR,KOR,2017,1
MAR,KOR,2018,1
MAR,KOR,2019,1
MAR,KOR,2020,1
MAR,LAO,2000,0
MAR,LAO,2001,0
MAR,LAO,2002,0
MAR,LAO,2003,0
MAR,LAO,2004,0
MAR,LAO,2005,0
MAR,LAO,2006,0
MAR,LAO,2007,0
MAR,LAO,2008,0
MAR,LAO,2009,0
MAR,LAO,2010,0
MAR,LAO,2011,0
MAR,LAO,2012,0
MAR,LAO,2013,0
MAR,LAO,2014,0
MAR,LAO,2015,0
MAR,LAO,2016,0
MAR,LAO,2017,0
MAR,LAO,2018,0
MAR,LAO,2019,0
MAR,LAO,2020,0
MAR,LTU,2000,0
MAR,LTU,2001,0
MAR,LTU,2002,0
MAR,LTU,2003,0
MAR,LTU,2004,1
MAR,LTU,2005,1
MAR,LTU,2006,1
MAR,LTU,2007,1
MAR,LTU,2008,1
MAR,LTU,2009,1
MAR,LTU,2010,1
MAR,LTU,2011,1
MAR,LTU,2012,1
MAR,LTU,2013,1
MAR,LTU,2014,1
MAR,LTU,2015,1
MAR,LTU,2016,1
MAR,LTU,2017,1
MAR,LTU,2018,1
MAR,LTU,2019,1
MAR,LTU,2020,1
MAR,LUX,2000,1
MAR,LUX,2001,1
MAR,LUX,2002,1
MAR,LUX,2003,1
MAR,LUX,2004,1
MAR,LUX,2005,1
MAR,LUX,2006,1
MAR,LUX,2007,1
MAR,LUX,2008,1
MAR,LUX,2009,1
MAR,LUX,2010,1
MAR,LUX,2011,1
MAR,LUX,2012,1
MAR,LUX,2013,1
MAR,LUX,2014,1
MAR,LUX,2015,1
MAR,LUX,2016,1
MAR,LUX,2017,1
MAR,LUX,2018,1
MAR,LUX,2019,1
MAR,LUX,2020,1
MAR,LVA,2000,0
MAR,LVA,2001,0
MAR,LVA,2002,0
MAR,LVA,2003,0
MAR,LVA,2004,1
MAR,LVA,2005,1
MAR,LVA,2006,1
MAR,LVA,2007,1
MAR,LVA,2008,1
MAR,LVA,2009,1
MAR,LVA,2010,1
MAR,LVA,2011,1
MAR,LVA,2012,1
MAR,LVA,2013,1
MAR,LVA,2014,1
MAR,LVA,2015,1
MAR,LVA,2016,1
MAR,LVA,2017,1
MAR,LVA,2018,1
MAR,LVA,2019,1
MAR,LVA,2020,1
MAR,MEX,2000,1
MAR,MEX,2001,1
MAR,MEX,2002,1
MAR,MEX,2003,1
MAR,MEX,2004,1
MAR,MEX,2005,1
MAR,MEX,2006,1
MAR,MEX,2007,1
MAR,MEX,2008,1
MAR,MEX,2009,1
MAR,MEX,2010,1
MAR,MEX,2011,1
MAR,MEX,2012,1
MAR,MEX,2013,1
MAR,MEX,2014,1
MAR,MEX,2015,1
MAR,MEX,2016,1
MAR,MEX,2017,1
MAR,MEX,2018,1
MAR,MEX,2019,1
MAR,MEX,2020,1
MAR,MLT,2000,0
MAR,MLT,2001,0
MAR,MLT,2002,0
MAR,MLT,2003,0
MAR,MLT,2004,1
MAR,MLT,2005,1
MAR,MLT,2006,1
MAR,MLT,2007,1
MAR,MLT,2008,1
MAR,MLT,2009,1
MAR,MLT,2010,1
MAR,MLT,2011,1
MAR,MLT,2012,1
MAR,MLT,2013,1
MAR,MLT,2014,1
MAR,MLT,2015,1
MAR,MLT,2016,1
MAR,MLT,2017,1
MAR,MLT,2018,1
MAR,MLT,2019,1
MAR,MLT,2020,1
MAR,MMR,2000,1
MAR,MMR,2001,1
MAR,MMR,2002,1
MAR,MMR,2003,1
MAR,MMR,2004,1
MAR,MMR,2005,1
MAR,MMR,2006,1
MAR,MMR,2007,1
MAR,MMR,2008,1
MAR,MMR,2009,1
MAR,MMR,2010,1
MAR,MMR,2011,1
MAR,MMR,2012,1
MAR,MMR,2013,1
MAR,MMR,2014,1
MAR,MMR,2015,1
MAR,MMR,2016,1
MAR,MMR,2017,1
MAR,MMR,2018,1
MAR,MMR,2019,1
MAR,MMR,2020,1
MAR,MYS,2000,1
MAR,MYS,2001,1
MAR,MYS,2002,1
MAR,MYS,2003,1
MAR,MYS,2004,1
MAR,MYS,2005,1
MAR,MYS,2006,1
MAR,MYS,2007,1
MAR,MYS,2008,1
MAR,MYS,2009,1
MAR,MYS,2010,1
MAR,MYS,2011,1
MAR,MYS,2012,1
MAR,MYS,2013,1
MAR,MYS,2014,1
MAR,MYS,2015,1
MAR,MYS,2016,1
MAR,MYS,2017,1
MAR,MYS,2018,1
MAR,MYS,2019,1
MAR,MYS,2020,1
MAR,NGA,2000,1
MAR,NGA,2001,1
MAR,NGA,2002,1
MAR,NGA,2003,1
MAR,NGA,2004,1
MAR,NGA,2005,1
MAR,NGA,2006,1
MAR,NGA,2007,1
MAR,NGA,2008,1
MAR,NGA,2009,1
MAR,NGA,2010,1
MAR,NGA,2011,1
MAR,NGA,2012,1
MAR,NGA,2013,1
MAR,NGA,2014,1
MAR,NGA,2015,1
MAR,NGA,2016,1
MAR,NGA,2017,1
MAR,NGA,2018,1
MAR,NGA,2019,1
MAR,NGA,2020,1
MAR,NLD,2000,1
MAR,NLD,2001,1
MAR,NLD,2002,1
MAR,NLD,2003,1
MAR,NLD,2004,1
MAR,NLD,2005,1
MAR,NLD,2006,1
MAR,NLD,2007,1
MAR,NLD,2008,1
MAR,NLD,2009,1
MAR,NLD,2010,1
MAR,NLD,2011,1
MAR,NLD,2012,1
MAR,NLD,2013,1
MAR,NLD,2014,1
MAR,NLD,2015,1
MAR,NLD,2016,1
MAR,NLD,2017,1
MAR,NLD,2018,1
MAR,NLD,2019,1
MAR,NLD,2020,1
MAR,NOR,2000,1
MAR,NOR,2001,1
MAR,NOR,2002,1
MAR,NOR,2003,1
MAR,NOR,2004,1
MAR,NOR,2005,1
MAR,NOR,2006,1
MAR,NOR,2007,1
MAR,NOR,2008,1
MAR,NOR,2009,1
MAR,NOR,2010,1
MAR,NOR,2011,1
MAR,NOR,2012,1
