iso_o,iso_d,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CAN,JOR,19.6637,21.1896,18.0542,18.491,26.7274,80.0321,44.827,55.992,69.8756,52.7264,66.0248,73.382,105.1372,67.2796,64.9716,59.4461,52.4168,53.2322,50.2583,59.7489,57.2245
CAN,JPN,7031.3589,6256.3948,5963.4713,6396.1778,7159.917,7881.6591,8561.65,8903.3981,11084.8528,7910.0586,9579.4608,11430.1206,11139.4764,10784.0814,10144.8835,8144.1984,8369.6474,9683.3334,10585.7569,10426.8292,9757.0752
CAN,KAZ,18.4297,28.9888,31.209,38.5958,69.5095,105.5315,116.4101,174.0255,269.4158,213.1545,165.4108,159.3857,142.7287,188.4074,139.7902,154.7334,78.5389,123.4569,93.7614,143.3234,43.6946
CAN,KHM,6.8322,1.3717,1.0232,0.8694,1.2665,1.8296,2.8254,4.2308,2.9689,5.8022,4.0175,10.9145,7.3111,5.5425,9.0067,22.5649,37.4868,47.3511,75.571,80.3545,37.8038
CAN,KOR,1701.6248,1492.4022,1497.4976,1568.2112,1877.5958,2368.0644,2912.2369,2919.0402,3849.053,3251.4821,3859.578,5676.0082,4332.4407,3925.5089,4471.8998,3470.7716,3516.557,4440.8106,4976.6304,4744.5742,3826.3264
CAN,LAO,0.2769,0.0509,0.0245,0.0107,0.5687,0.6962,0.8086,0.6733,16.7109,2.8081,2.2053,5.923,12.4974,5.2299,8.516,4.3216,6.9041,3.6943,2.3376,2.5788,2.346
CAN,LTU,13.8416,7.7561,8.2031,14.0241,15.6478,19.8968,22.573,30.4427,42.5119,35.6874,31.4088,50.5919,65.4497,58.4894,52.1838,29.2383,27.3535,40.4682,58.7188,46.6355,43.7349
CAN,LUX,58.6456,60.0763,46.9549,130.5461,75.4956,58.2019,107.079,204.6175,155.662,78.3844,51.2042,85.4963,170.3701,79.0323,124.4254,145.8628,173.5737,102.1304,63.3896,101.4941,114.6593
CAN,LVA,6.7735,6.7172,7.6022,14.4398,19.2404,25.2734,38.6694,31.1311,37.4312,16.5648,138.5662,37.1356,39.4399,151.4871,23.1452,19.3387,128.6179,360.9177,597.4048,487.217,188.5235
CAN,MAR,181.7657,180.0574,128.8904,113.1451,134.0248,182.5271,155.7706,229.3301,299.6195,340.0058,187.7202,317.531,388.9999,408.51,338.9418,298.7221,312.8399,345.3152,398.3135,353.5428,464.4979
CAN,MEX,2551.0483,2888.0223,2872.298,2724.1259,3705.8537,4283.6847,5374.3243,6042.7269,7082.0525,5395.5466,6447.5067,7327.3047,7463.2058,7438.2346,7848.9004,7782.5126,7970.799,8174.1904,8845.119,7936.5068,6669.2607
CAN,MLT,10.3691,9.5786,7.4117,9.5791,9.4956,7.3835,7.2578,10.1334,15.4712,83.5619,113.4874,37.4845,59.3131,117.2678,599.9282,578.8395,579.8648,159.7489,85.5324,81.2025,188.1535
CAN,MMR,0.1565,0.3805,0.3778,0.3924,1.3255,0.3163,0.9016,1.1709,1.6159,1.6124,3.5179,1.5233,3.4655,8.0209,17.2217,17.5327,29.6691,40.1778,32.2148,48.5217,45.4328
CAN,MYS,303.6331,247.0954,315.6369,337.9225,383.8343,419.2098,526.8039,625.0998,846.6947,653.9167,786.4011,795.6361,802.7955,799.7157,763.6952,614.8677,554.6066,593.9132,660.3455,669.9811,615.9756
CAN,NGA,36.5373,56.5967,43.562,48.5166,53.8699,80.2463,180.6906,152.8556,86.483,149.4597,161.672,155.559,224.7404,384.9558,406.4472,323.9081,246.1516,352.0687,387.5033,414.8479,511.195
CAN,NLD,919.6838,937.4327,1030.0548,1072.8301,1338.8148,1634.0736,2338.4007,3206.3207,3035.5589,2100.3055,2769.9852,3893.232,3486.8638,2649.2106,2643.0329,2258.7615,1760.2975,1986.7013,2693.8602,3019.1754,3277.313
CAN,NOR,691.5808,755.4728,672.1817,758.3038,1196.6888,1369.3035,1730.3937,3496.2617,2693.4853,1591.8405,2539.1491,3297.4785,2433.1128,2046.5567,2213.6716,1554.9916,1244.4093,1715.3114,2132.8684,1908.4276,2209.4204
CAN,NZL,162.7232,158.5258,147.9433,309.5183,371.5434,292.653,354.2557,384.6451,459.598,289.4292,328.8642,417.593,400.5704,403.2558,383.6486,382.2233,388.7177,393.3537,422.2774,403.7988,305.8237
CAN,PAK,72.4253,69.8114,82.4254,222.7083,272.2937,263.8956,381.9259,426.7644,497.3959,361.6817,484.9385,687.8886,322.2573,154.0381,350.2362,491.0111,752.7485,588.9786,520.18,520.3564,482.0881
CAN,PER,162.9684,127.4645,111.2651,100.4923,147.2407,208.563,253.4321,304.8223,369.6954,385.1658,505.351,541.1724,628.8397,659.6046,768.6265,750.8116,631.6298,584.412,627.268,608.5647,728.2173
CAN,PHL,251.3667,250.8231,228.4849,253.6654,292.6668,286.2486,329.422,373.14,456.5691,381.1399,570.3496,489.024,449.22,553.3853,446.2962,501.6117,451.2698,624.8013,755.0728,536.6329,649.2633
CAN,POL,120.5042,115.8925,109.2583,147.0175,199.9354,213.726,268.514,304.5598,369.6874,196.1961,408.7493,265.6558,454.3374,397.719,326.1961,315.3359,331.7323,489.4188,469.7645,432.8668,360.1132
CAN,PRT,83.9797,75.5695,89.7099,128.8997,149.3412,129.8278,119.7211,156.1712,255.2197,163.11,281.7219,257.6673,150.1686,268.3211,214.7782,119.6178,185.3324,216.3993,273.6805,176.5007,142.8405
CAN,RUS,159.953,207.3638,178.3119,255.5904,321.072,466.1243,790.7374,1121.306,1466.5432,918.9508,1181.8245,1561.5074,1936.5748,1491.5452,1236.4171,616.9455,592.9209,707.4496,563.8325,681.949,616.8716
CAN,SAU,252.7702,283.9788,270.8145,388.0576,486.3406,426.6778,568.3373,773.6535,1307.6072,1142.6183,1191.9077,1305.9859,2100.4004,1297.856,1466.081,1427.8222,1027.4801,1119.7238,1511.1523,2232.5729,1362.3548
CAN,SEN,20.5254,24.6005,7.6428,12.891,20.7713,20.8583,18.2987,27.3948,37.4216,35.4476,26.4503,27.6089,36.3736,26.369,34.5596,24.5901,24.6171,31.4804,37.8725,49.8395,66.1305
CAN,SGP,343.279,316.946,453.8066,420.8668,623.1791,642.2763,748.8384,908.1741,873.0667,942.3514,902.4959,930.6208,1043.593,1093.099,1241.5313,1226.3068,1133.5975,1108.4128,1143.4426,1416.4072,1238.4407
CAN,SVK,11.1014,11.0397,12.0413,17.739,27.0674,20.9073,23.0015,82.7221,64.5174,39.6867,49.6661,108.0929,69.5505,93.1421,52.6104,47.9115,63.5785,56.5207,69.9972,69.0385,54.7504
CAN,SVN,49.0444,30.1702,25.8509,37.4474,44.9344,57.6823,49.5883,95.5483,114.487,55.0218,32.6721,25.7065,76.5524,56.3879,70.7974,25.9333,75.7672,86.2168,83.5871,104.7975,89.2606
CAN,SWE,262.1584,233.1732,207.6532,254.2976,303.8293,373.0949,405.587,483.5367,517.525,366.3055,443.5071,461.3773,458.6928,346.2265,372.5594,400.233,418.2609,524.3825,425.901,364.2854,336.3238
CAN,THA,278.9839,304.8797,378.076,351.4969,443.691,436.9339,478.1735,566.9653,776.8355,571.647,760.7771,928.9741,792.3817,817.0989,747.3389,765.0896,759.9436,647.7505,780.7819,787.8466,657.5586
CAN,TUN,14.0034,39.188,81.9333,74.3042,30.4937,28.9389,63.4609,104.3267,83.0696,89.1865,90.1715,102.5828,137.9928,96.0889,97.3053,122.7319,106.0978,45.1305,37.7199,79.5762,122.6696
CAN,TUR,200.3956,118.8619,221.358,209.5589,342.7218,535.4171,553.1756,761.5246,1352.5223,836.1645,844.8273,1313.9219,879.1193,1148.7424,1136.9386,945.2135,1017.533,1550.0319,1504.5173,1396.6184,1003.7189
CAN,UKR,18.9033,17.0219,21.2003,55.2876,42.6572,73.5684,95.9541,125.6801,242.0249,109.2165,161.9859,171.2009,162.4709,216.1334,154.4014,173.567,206.112,235.7239,233.7762,147.8517,150.3007
CAN,USA,231880.2113,217379.465,212196.6459,224973.9941,266080.5315,300194.876,299715.9506,311973.728,332595.3438,222182.1709,274469.8698,312901.9653,320971.5854,328999.728,344986.7946,294086.2694,275856.66,298473.309,326945.4259,325120.8469,275063.4683
CAN,VNM,36.2043,44.1319,51.0704,63.6069,87.0103,164.7413,174.3488,274.2941,294.9376,235.813,299.627,338.5984,420.9659,425.1539,453.406,508.9178,409.7335,806.7623,814.708,775.1149,608.2833
CAN,ZAF,194.0527,140.5056,182.842,237.4294,286.2254,362.3906,531.6018,709.134,868.8804,425.9867,544.1326,752.0717,670.5303,480.5853,398.9462,459.2978,341.2902,292.461,356.6791,285.2541,252.8488
CHE,ARG,272.3794,214.9449,115.9339,180.2232,422.1962,231.9837,339.3117,309.3204,393.4269,397.6116,469.675,536.6265,546.5073,651.5189,618.042,749.7562,574.2637,653.5259,668.6901,476.0405,459.001
CHE,AUS,686.2184,666.0846,698.7909,779.0533,1050.8525,1176.904,1392.2571,1697.6307,1987.7196,1966.0534,2134.7282,2965.7794,3182.7329,3068.7812,2647.6356,2464.2276,2352.3734,2423.1768,2773.7499,2518.8272,2300.952
CHE,AUT,2316.9734,2561.6265,3090.0874,4000.8884,3890.8312,4323.6898,4710.8172,6195.229,7476.8932,7820.0526,7165.555,8754.4913,8886.6554,9099.972,8821.5345,8191.4103,7691.3479,8492.0207,7964.1622,6669.0256,8624.4727
CHE,BEL,1518.3675,1604.4795,1740.5529,1896.848,2267.7611,2552.5863,2586.8828,3286.1228,4027.0687,3551.5776,3247.9316,4560.4925,4482.3665,4950.4709,5432.1608,4567.1414,4856.2822,5532.2932,4725.1174,6466.3657,5839.8873
CHE,BGD,64.4102,60.4473,57.4686,54.661,86.0599,85.8104,91.6389,95.8722,147.752,117.1465,114.3285,200.5965,168.0474,172.0087,209.5168,265.1652,121.1771,179.3748,136.6801,175.4099,140.6169
CHE,BGR,81.7283,84.0809,101.6845,128.1177,192.1896,187.7717,252.7348,246.3253,335.281,247.9161,240.9689,271.0478,283.5461,298.223,306.9002,284.0183,294.5185,305.0276,354.4922,352.0107,346.5923
CHE,BLR,24.8823,28.3717,29.79,29.2934,47.0564,148.6514,158.1427,119.4178,228.1779,156.7753,132.3807,227.2828,302.6181,214.7166,231.1662,207.0761,127.1635,109.4089,126.0522,175.4818,196.2767
CHE,BRA,832.5442,939.8429,853.1586,1004.7946,1128.6946,1133.9561,1289.45,1995.5186,2305.4506,1994.0138,2627.1602,2730.9438,2685.6606,2698.5187,2551.0235,2264.3024,1974.4572,2190.8895,2514.7701,2529.4727,2054.6911
CHE,BRN,4.4409,2.9717,3.2048,5.8055,3.9018,2.3878,13.0299,15.9846,7.8423,3.324,10.0125,4.9254,3.9336,6.1712,22.6092,10.9696,5.398,5.2778,4.4501,20.7166,3.0544
CHE,CAN,870.9655,871.0017,968.0592,1060.5036,1468.6074,1839.2866,2118.0102,2351.5129,2880.8022,2996.3,2910.0963,3282.0983,3703.4001,3889.5601,3693.7933,3733.7604,3589.1939,3940.7326,4077.4419,4140.0163,4367.1155
CHE,CHL,107.5089,104.3224,96.4147,107.0296,111.1588,139.6815,160.316,169.404,217.2078,210.4095,215.8301,322.0749,310.7996,326.1931,285.8315,266.4701,279.4845,287.4886,308.5019,337.1193,308.7048
CHE,CHN,1155.0957,1353.4654,1705.0683,2297.2696,3075.5629,3343.2634,3775.5685,5205.7575,6565.8008,5996.1516,14833.4293,24015.3353,19925.723,50575.9413,36174.2499,30868.3047,35671.727,30729.6441,35499.5911,24151.1525,17244.6833
CHE,CIV,19.1795,19.8715,18.3867,23.0166,30.2296,19.1966,28.4309,53.8458,36.3323,26.4544,51.0392,45.3948,28.7163,45.8896,39.8316,46.2207,31.6457,55.4308,74.1791,62.2602,52.5069
CHE,CMR,6.2522,8.2119,7.6941,8.2009,11.1825,10.0612,18.9729,12.8799,16.5001,12.1848,20.3705,22.9248,19.8601,17.9299,16.6013,14.1836,22.09,20.8133,20.6311,32.8141,85.4797
CHE,COL,112.8752,136.5734,139.2128,157.4602,167.8891,203.2361,213.9565,305.2068,340.1869,339.8653,366.4178,437.2185,471.897,490.944,494.7853,437.8425,425.8634,442.9341,470.7778,451.3059,405.168
CHE,CRI,28.2246,43.4215,49.4091,36.0137,53.9983,57.4668,65.9231,75.8119,103.0432,84.5744,98.3608,101.5637,113.821,129.8133,108.3405,109.2101,174.9442,190.8198,193.1951,200.1021,202.0469
CHE,CYP,49.7154,57.0038,101.9793,62.1422,83.2073,56.3611,64.4184,82.7643,107.8572,80.1357,83.47,81.7208,64.1352,82.9682,62.4626,51.3227,59.5676,53.0334,124.0388,108.0626,85.5775
CHE,CZE,482.0229,561.0389,650.558,781.8932,969.9317,1084.3989,1182.1654,1406.321,1618.6173,1307.8127,1475.7987,1680.1197,1550.8356,1514.1493,1533.9749,1479.5217,1431.2679,1601.0872,1710.0135,1703.1368,1692.9079
CHE,DEU,17191.9664,17741.0343,18447.9398,21674.3005,26151.3311,26785.8496,31247.0699,39423.4971,47036.7847,38100.8793,41519.6619,50032.0678,53541.7262,49144.6827,51856.1155,45451.0769,47168.3717,49342.9388,51498.3739,50478.4711,51453.3688
CHE,DNK,562.989,603.211,604.991,689.1684,742.6444,846.3674,996.4834,971.9742,1123.8633,984.2227,923.2233,1012.5952,915.0455,955.2832,922.7899,778.4336,811.0786,834.6273,847.6166,1037.233,1042.3125
CHE,EGY,329.1547,299.4476,282.4851,265.2514,273.6584,328.9802,290.2846,360.6285,936.9088,598.5958,680.5137,722.4832,816.6856,1362.0995,1081.1926,890.666,864.6631,871.2795,1135.6013,1175.2742,1245.8168
CHE,ESP,2097.4783,2581.3325,2567.5621,3216.0713,4349.9856,4681.9569,4999.0144,5300.7597,5493.0774,4971.2855,5242.9557,5721.8609,5078.5349,5030.1493,5513.8019,4800.8907,4937.3633,5019.7068,6573.7459,7775.21,7972.0287
CHE,EST,24.2609,31.3923,34.6395,50.8328,60.1165,68.7048,87.5078,105.9571,136.1019,86.96,114.437,160.7893,169.2987,207.3084,169.5084,153.2596,179.1452,170.0904,189.207,185.6406,246.9647
CHE,FIN,466.2546,468.4747,449.1491,538.5844,584.9276,624.4724,704.2095,759.3904,912.274,761.1732,818.5746,796.9948,904.4871,870.1926,865.4226,661.5603,752.7483,754.234,676.0808,642.9035,636.5483
CHE,FRA,7059.683,7167.091,7495.8627,8660.435,10231.2761,11026.823,12712.1926,14760.9309,16646.7287,14544.5917,14854.0148,16658.3419,21532.9039,20546.6107,18730.5457,17475.8826,17551.5011,17559.8197,19820.1488,19476.7954,17247.7122
CHE,GBR,6707.0464,4894.0128,4795.223,4841.4275,5690.0336,6706.813,7154.6938,8844.9636,15395.1449,17119.5005,12277.2812,11997.9715,28347.4762,11147.2659,11052.9823,10479.2942,28268.2184,13316.3395,8569.3327,25479.9329,13712.6147
CHE,GRC,457.856,487.3062,554.9797,739.2215,882.2643,869.6959,948.3318,1679.6128,1448.7045,1254.7237,1303.0573,1063.6987,851.5684,819.2726,819.6313,663.1886,636.3469,636.2259,649.5806,544.7364,545.4781
CHE,HKG,2001.429,2125.6942,2602.1168,2525.6968,3002.9314,3039.9635,3109.0393,4024.7282,5899.6305,4995.8798,7030.0186,14276.3479,15510.611,48951.6274,21995.6301,11473.355,8358.1451,6120.5723,8162.2151,6207.4825,4294.6899
CHE,HRV,137.9312,131.7889,149.5007,168.8022,192.4586,212.6486,255.6313,339.7553,372.9389,357.1272,278.5309,323.7233,358.383,279.7519,238.0675,202.6137,217.4253,207.1718,227.8058,219.9845,259.0681
CHE,HUN,412.8219,433.7046,470.2454,626.8317,844.9672,719.1415,754.316,877.2402,995.0322,790.8712,778.4248,919.0449,843.2025,758.2691,911.3269,866.8181,772.5546,846.5207,843.1224,853.9551,879.6354
CHE,IDN,167.4096,180.1786,203.3908,246.2515,265.1542,294.7615,294.8341,357.6845,473.8947,396.4153,441.8393,564.856,516.43,675.2863,665.7153,615.7564,611.5714,651.6428,722.0245,617.3729,612.3696
CHE,IND,2941.8868,3995.1355,2326.3015,3067.533,4712.0676,7071.7404,9686.4869,11497.2565,13466.2195,10782.9436,14825.887,20684.7115,29030.3906,24676.9907,20914.857,21134.1095,14546.7025,20622.0529,20418.2889,20840.2222,12122.838
CHE,IRL,350.0204,436.255,576.0585,593.6428,716.7527,710.2106,710.7479,769.5232,772.3963,597.3531,864.7255,1167.2773,991.1186,1021.0792,1478.389,1234.7882,1398.7323,838.5039,1272.1771,1960.7051,3696.9616
CHE,ISL,21.1255,22.9449,21.1965,29.3355,34.7597,72.4775,108.901,105.2539,161.9302,77.1785,41.3611,73.6245,39.8351,67.6803,64.7047,76.7976,47.556,51.6944,69.0557,77.0662,72.6572
CHE,ISR,1533.8426,1411.1583,1514.5033,1467.516,2147.8673,1976.0206,2231.1306,2364.4945,3210.3947,2713.0428,2548.3492,3217.521,3200.47,3596.4544,4139.7418,3468.7011,3432.4172,4376.1636,1687.3841,1459.1265,3568.7706
CHE,ITA,8031.3366,9045.4167,10025.8359,11072.9484,12699.8197,12855.1625,14090.6613,16254.3248,17590.3156,14993.0875,14525.9456,17122.382,15932.7003,16076.5294,15603.7752,13575.0062,13063.4609,14172.1026,14689.7693,14097.4457,13138.8344
CHE,JOR,66.8871,73.362,66.019,90.724,139.1466,154.7495,132.0193,157.7023,272.4998,163.3941,185.3604,216.3726,235.7235,606.339,622.2435,715.576,402.18,457.9257,289.7051,231.3138,231.6536
CHE,JPN,3495.5617,3316.9126,3446.9012,4123.7448,5009.7494,5148.3685,5298.9568,5502.007,6616.652,6584.9283,6550.7933,7513.4015,7792.0757,7035.0268,6994.2798,7048.9201,7561.483,7650.2748,7728.8893,8005.865,7283.0548
CHE,KAZ,36.5889,44.4823,59.6366,66.7944,99.4418,136.7551,134.1673,215.4295,176.3583,163.9899,178.8702,253.2009,230.4986,201.108,209.6702,152.3213,136.9234,165.5142,198.4643,171.6129,204.7327
CHE,KHM,5.8054,4.9625,3.3217,6.8195,5.711,6.778,7.6748,8.04,11.198,66.048,51.1511,7.0499,15.9654,10.0733,10.2723,11.5939,8.4356,10.6096,113.2115,83.867,426.0091
CHE,KOR,919.1865,766.5126,977.9547,1349.6166,1211.2323,1127.8767,1339.1838,1957.3648,1942.8793,1692.4508,2088.3958,2602.7987,2741.5759,2907.9548,3013.0762,2727.4499,2642.5068,3003.5262,3305.2138,3319.623,2922.1879
CHE,LAO,0.3891,0.3244,0.7189,0.5709,1.0707,1.5569,1.7636,1.7387,2.7551,1.8491,1.405,26.5217,4.6399,27.3839,9.6768,3.4828,5.6636,4.8383,5.5608,5.9426,6.449
CHE,LTU,44.1877,50.5054,60.9921,72.8342,70.5616,84.178,90.5186,129.7578,127.3526,68.3096,76.7592,127.8586,143.2168,160.9868,151.8497,112.0709,114.3735,99.9923,102.3712,107.6262,104.6505
CHE,LUX,252.2721,166.3715,127.3651,166.9679,294.1369,538.3779,330.1785,299.372,445.7047,333.2514,245.7441,461.8055,580.866,416.3572,247.9613,263.8225,318.2717,454.4507,381.3502,344.8597,306.2553
CHE,LVA,40.9916,47.9763,62.2252,77.8664,96.3772,92.6533,116.0131,156.3541,170.6698,158.7345,160.9508,204.2635,133.4703,128.5904,132.7687,130.0499,151.6217,127.8502,128.6021,111.1329,115.9477
CHE,MAR,108.8151,114.5978,123.4919,167.9433,206.3489,214.5223,241.2706,250.8539,336.0209,281.9699,273.9681,316.3207,267.9627,266.9946,333.3586,283.3698,287.3353,317.4856,343.2553,337.5175,301.3867
CHE,MEX,674.1349,712.9524,708.755,752.1691,873.8866,909.0493,1079.1926,1195.5229,1305.7906,1139.1864,1366.506,1501.4743,1480.0201,1678.9768,1989.2936,1641.981,1552.4547,1590.4756,1699.0994,1630.3193,1453.7004
CHE,MLT,50.3943,36.6503,44.5867,66.0787,61.1557,58.0598,73.3328,80.3103,113.8004,178.4228,115.5065,157.9919,111.2309,60.8276,62.5301,56.1727,72.5957,42.8928,132.9559,112.9241,91.6192
CHE,MMR,12.4678,16.8863,17.4038,12.5657,15.1199,15.7342,5.9375,4.3828,8.502,10.6067,9.1988,19.8344,3.1942,9.6163,19.6895,20.015,25.2067,24.1281,17.8988,18.416,19.4914
CHE,MYS,757.5998,704.9685,603.1082,570.9324,760.2476,869.748,844.9961,1098.025,1021.1639,753.5671,867.0131,1229.6894,1360.0755,1810.0477,2078.7983,1926.3353,1622.8785,2675.1303,2557.9334,1489.3579,1371.748
CHE,NGA,75.1311,99.3057,116.2012,148.7089,103.244,85.441,200.794,253.9251,468.8343,193.6879,267.6065,275.2643,258.7573,228.3469,303.4808,204.1689,157.1459,175.0921,238.5409,158.0882,161.1057
CHE,NLD,2339.8138,2346.8362,2483.3477,3087.6338,2940.6164,3325.793,3648.4971,4002.4786,4283.4453,3594.1499,4038.8524,3926.9321,3795.7874,3966.143,3793.8032,3289.1288,3612.5234,3659.2539,5226.3153,4418.2376,4883.121
CHE,NOR,348.1804,400.8649,404.6008,423.7419,470.5979,533.2389,659.2913,785.8002,967.5178,726.2333,757.7243,995.451,1165.2971,1117.4407,1164.8722,857.3519,831.1555,867.3895,892.3389,818.1754,794.8699
CHE,NZL,95.3996,86.252,89.4156,118.4151,137.0237,173.7142,148.3204,195.8012,220.1299,201.1713,213.2726,248.7746,266.2442,244.3937,245.3021,210.0484,226.3015,237.6266,240.3365,233.1584,222.7505
CHE,PAK,256.6467,214.859,195.7741,290.8271,451.1577,599.6125,482.1754,309.4171,458.2696,356.5937,349.6262,326.3577,290.687,308.5073,322.1302,314.7162,338.2335,374.3653,426.0605,361.6055,387.3242
CHE,PER,52.6392,43.0294,46.9904,52.1854,56.3719,80.7186,73.0612,90.4151,118.6161,109.7079,130.2512,140.385,192.9823,207.5883,192.5368,181.5929,163.721,144.2308,155.3548,181.1488,136.1551
CHE,PHL,223.0153,160.037,195.7164,240.6278,331.6021,263.7092,242.2949,263.7055,289.9153,258.4268,309.8021,303.8369,330.9613,389.9382,369.7146,328.0997,400.9687,396.2572,385.3574,353.4551,325.0536
CHE,POL,646.6633,672.9968,709.8178,793.4268,1023.1176,1118.6454,1332.3147,1731.6323,2173.3815,1531.8076,1775.8145,1989.2585,1823.6392,1986.0467,2120.3973,1874.1205,1817.1704,1908.1949,2304.5967,2123.4669,2429.4365
CHE,PRT,422.0229,462.1944,471.0477,527.1964,975.104,571.3602,615.7677,719.4457,774.111,683.4066,730.3828,752.3681,645.1452,780.8094,626.7461,553.715,551.4404,573.8756,688.0397,706.1259,683.7511
CHE,RUS,322.0598,470.3827,530.0237,721.9778,874.3728,1119.8431,1607.5347,2148.377,2677.3926,1982.0202,2488.0083,3226.0399,3154.9392,3241.5379,3248.9591,2241.0823,2073.8223,2338.9312,2602.0528,3027.6853,2900.0141
CHE,SAU,1075.8415,868.7195,876.6749,1114.8738,1058.5166,1309.0882,1194.9696,1593.9393,2285.333,1756.659,2269.8456,2956.2134,3829.4076,5234.0233,4924.5926,4709.3956,2784.7837,1873.2479,1985.6055,1800.968,1599.4613
CHE,SEN,8.171,11.3616,9.8583,11.7849,11.8162,15.4067,11.3668,25.9864,31.3618,21.4347,33.3997,41.8129,37.9908,41.3927,32.5606,30.7741,35.08,31.0197,42.0498,56.9318,78.0199
CHE,SGP,2029.0713,1740.348,1619.983,1697.2311,1979.8978,1983.0435,1704.4837,2054.2885,3129.0777,2615.9777,4088.4247,6214.6699,7344.4252,13079.0342,9618.0172,8805.1193,7305.507,8487.2018,9332.5142,6825.5361,6538.079
CHE,SVK,146.9924,174.6849,204.7843,241.7397,267.1521,297.0014,352.0967,481.7035,532.8208,467.2191,490.2693,568.1965,488.0428,599.6954,661.279,577.3228,625.8469,587.4613,637.4261,643.789,654.1503
CHE,SVN,192.0233,198.4044,240.076,301.7206,290.6257,287.7589,342.2688,368.0723,421.8969,361.8797,402.1239,417.7131,381.6807,481.7223,543.6085,469.5267,470.6297,589.468,1037.8277,3322.6374,4863.191
CHE,SWE,960.9556,935.5293,939.0854,1145.2013,1237.9466,1209.798,1328.1085,1445.2327,1572.1093,1272.9315,1379.5398,1588.6047,1445.7717,1305.375,1339.8894,1264.1365,1193.462,1243.8493,1184.3516,1204.1326,1258.3235
CHE,THA,682.2494,799.7011,680.9289,689.511,816.2396,1231.8873,1249.1826,1266.8822,3425.9682,2245.5475,3817.1112,6364.6564,6826.0844,8494.1849,3722.2999,3868.1173,3375.0719,5948.5255,5702.3725,2889.1777,2123.0219
CHE,TUN,82.442,102.1109,116.3611,106.5117,121.3433,108.0402,133.78,125.1914,144.5637,188.9561,196.8544,259.4308,224.6225,224.9804,263.2968,203.1777,189.2382,260.6189,226.2565,220.8629,221.3144
CHE,TUR,1508.1052,1338.3878,2236.8373,3142.8513,3690.0401,3846.8914,3646.9189,4866.6216,5497.4747,2264.0231,2638.5815,4030.4412,4319.3716,9229.3498,4920.3405,2501.1038,2411.606,6286.8966,2873.6146,3349.9322,6758.5533
CHE,UKR,159.3803,120.779,154.3705,249.5019,327.5004,315.6592,570.354,791.3548,1216.9738,526.5325,476.0481,750.5055,787.8944,859.193,512.7177,443.9239,906.7885,1546.1458,1570.4978,1488.7986,935.6487
CHE,USA,10330.6474,9552.6819,10083.7604,11111.5464,12158.3029,13467.4055,15052.6503,15498.3682,18202.477,16413.2925,18862.4391,23714.7054,25099.9671,27333.4448,30739.6808,30610.6304,36254.0192,36002.7286,40963.7316,44243.4052,79457.3293
CHE,VNM,96.9128,105.947,154.9824,283.6556,663.309,825.8229,1330.1823,990.5991,1794.3925,515.464,677.6997,1159.0379,374.6206,1315.4756,456.0165,540.9256,550.3679,629.6581,700.5513,776.2955,608.8672
CHE,ZAF,501.0474,366.6394,371.2432,418.2352,467.8438,682.8884,595.1931,692.3388,734.3474,707.7988,1060.9572,1390.1746,838.2326,926.3892,823.8152,720.9215,730.0601,765.0408,792.9855,739.8914,755.9198
CHL,ARG,610.4786,552.4013,199.3645,286.4716,407.5904,632.2631,657.9537,719.6561,938.6202,664.6266,887.6702,1084.3561,978.9849,952.9947,844.4822,713.7041,671.5882,842.1136,707.7225,522.9928,537.0253
CHL,AUS,52.0086,46.4913,55.6442,90.5094,88.7904,103.5595,148.6504,353.8897,452.0093,596.9626,779.1026,948.6143,1248.5595,904.3087,904.4782,537.3203,360.2783,308.5931,312.4682,339.7592,318.2214
CHL,AUT,16.0685,27.5054,15.5957,33.8305,72.5901,163.9178,139.671,162.1926,181.8497,61.9629,105.8665,119.1733,100.9462,100.2482,105.4719,69.4532,74.4011,96.7694,139.0123,101.3187,97.9569
CHL,BEL,277.3174,191.1764,185.8849,234.2,292.5108,351.0704,558.0654,583.5543,606.1639,810.1875,1314.9139,1228.5544,1066.3245,1109.3683,937.4351,605.9066,448.8599,410.6327,483.8823,349.2453,331.1378
CHL,BGD,3.6381,3.407,1.6681,4.4149,2.955,4.0295,1.7785,0.9895,1.0881,1.2725,2.099,2.6209,3.7475,1.2718,2.8454,0.7105,8.5131,28.5215,29.4788,55.849,37.4342
CHL,BGR,64.4747,38.1218,28.3347,67.7433,167.4825,229.3991,412.3339,534.7323,443.4718,320.8379,232.8942,186.4088,192.9436,289.094,280.3023,182.6092,146.9291,240.668,187.5605,102.0222,196.6077
CHL,BLR,0.1911,0.3025,0.4169,0.3319,0.9152,2.7382,3.95,7.3991,7.6006,6.9747,5.4722,3.1518,4.8163,11.1657,6.9968,6.0973,5.9679,8.6403,14.4057,11.5475,16.9773
CHL,BRA,974.5049,882.0655,673.6106,829.9603,1404.8743,1798.0373,2843.9763,3430.5557,3919.1559,2742.5115,4213.3777,4534.0826,4245.1396,4366.66,4024.9848,3249.5848,2933.2541,3446.261,3355.5574,3146.3065,2994.8999
