iso_o,iso_d,contig,comlang_off,colony,comcol,dist,log_dist
BGD,MYS,0,0,0,1,2593.442,7.860741229940075
BGD,NGA,0,0,0,1,9414.313,9.14998646976189
BGD,NLD,0,0,0,0,7651.716,8.94268521539151
BGD,NOR,0,0,0,0,7178.676,8.878870243924087
BGD,NZL,0,0,0,0,11410.95,9.34232869968816
BGD,PAK,0,0,0,1,2010.818,7.606296883439385
BGD,PER,0,0,0,0,18180.65,9.808113120667684
BGD,PHL,0,0,0,0,3363.789,8.120823296176802
BGD,POL,0,0,0,0,6564.271,8.789396737159088
BGD,PRT,0,0,0,0,9162.36,9.122859066405594
BGD,RUS,0,0,0,0,5548.405,8.621265778049423
BGD,SAU,0,0,0,0,4409.454,8.39150615125205
BGD,SEN,0,0,0,0,11103.29,9.314996739780089
BGD,SGP,0,0,0,1,2887.813,7.96825474722378
BGD,SVK,0,0,0,0,6853.285,8.83248337834694
BGD,SVN,0,0,0,0,7078.948,8.864880588076918
BGD,SWE,0,0,0,0,6767.017,8.819815648420587
BGD,THA,0,0,0,0,1538.62,7.338641189770455
BGD,TUN,0,0,0,0,7625.121,8.939203470202163
BGD,TUR,0,0,0,0,5958.347,8.692548372597761
BGD,UKR,0,0,0,0,5891.902,8.68133414472186
BGD,USA,0,0,0,0,12680.43,9.447815139088153
BGD,VNM,0,0,0,0,1622.246,7.391566887787034
BGD,ZAF,0,0,0,0,9942.654,9.204589266023998
BGR,ARG,0,0,0,0,11954.84,9.388891496281326
BGR,AUS,0,0,0,0,15449.53,9.645333861151197
BGR,AUT,0,0,0,0,820.7289,6.710192847857516
BGR,BEL,0,0,0,0,1699.686,7.438198807101722
BGR,BGD,0,0,0,0,6418.821,8.766989734959411
BGR,BLR,0,0,0,0,1282.432,7.156513554196743
BGR,BRA,0,0,0,0,10267.08,9.236697939223415
BGR,BRN,0,0,0,0,9781.081,9.188205288618027
BGR,CAN,0,0,0,0,7729.773,8.952834775044195
BGR,CHE,0,0,0,0,1337.572,7.198611309096984
BGR,CHL,0,0,0,0,12756.3,9.453780546197704
BGR,CHN,0,0,0,0,7364.447,8.904419241216893
BGR,CIV,0,0,0,0,4952.379,8.50762334616924
BGR,CMR,0,0,0,0,4475.222,8.40631123841702
BGR,COL,0,0,0,0,10348.02,9.244550476044678
BGR,CRI,0,0,0,0,10647.12,9.273044712031593
BGR,CYP,0,0,0,0,1205.622,7.094750895320972
BGR,CZE,0,0,0,0,1069.866,6.975288685968704
BGR,DEU,0,0,0,0,1571.797,7.3599748297904775
BGR,DNK,0,0,0,0,1639.385,7.402076450488161
BGR,EGY,0,0,0,0,1572.87,7.360657255014923
BGR,ESP,0,0,0,0,2254.799,7.720816112709007
BGR,EST,0,0,0,0,1866.91,7.532039936702234
BGR,FIN,0,0,0,0,1947.447,7.574274562997179
BGR,FRA,0,0,0,0,1760.707,7.473470711915982
BGR,GBR,0,0,0,0,2019.341,7.6105264995444175
BGR,GRC,1,0,0,0,520.6937,6.25516196099829
BGR,HKG,0,0,0,0,8427.25,9.03922578188031
BGR,HRV,0,0,0,0,680.4865,6.522807983540587
BGR,HUN,0,0,0,0,632.9641,6.450413706475842
BGR,IDN,0,0,0,0,9946.867,9.205012906197435
BGR,IND,0,0,0,0,5029.554,8.523086591170498
BGR,IRL,0,0,0,0,2475.312,7.81412172766388
BGR,ISL,0,0,0,0,3709.101,8.218544808178416
BGR,ISR,0,0,0,0,1551.37,7.346893690497106
BGR,ITA,0,0,0,0,893.0574,6.79465085652634
BGR,JOR,0,0,0,0,1631.423,7.397207919087561
BGR,JPN,0,0,0,0,9191.48,9.126032246997152
BGR,KAZ,0,0,0,0,4293.126,8.364770417898676
BGR,KHM,0,0,0,0,8464.106,9.04358967764915
BGR,KOR,0,0,0,0,8244.246,9.017270781448701
BGR,LAO,0,0,0,0,7813.486,8.963606494081096
BGR,LTU,0,0,0,0,1345.486,7.2045105650589445
BGR,LUX,0,0,0,0,1526.197,7.3305342991872395
BGR,LVA,0,0,0,0,1590.733,7.3719501952728335
BGR,MAR,0,0,0,0,2783.637,7.93151362502203
BGR,MEX,0,0,0,0,10957.55,9.301783995367199
BGR,MLT,0,0,0,0,1065.425,6.9711290595727124
BGR,MMR,0,0,0,0,7371.183,8.90533348790593
BGR,MYS,0,0,0,0,8832.44,9.08618658611654
BGR,NGA,0,0,0,0,4477.659,8.406855644192142
BGR,NLD,0,0,0,0,1745.082,7.464556824936477
BGR,NOR,0,0,0,0,2101.033,7.650184407527933
BGR,NZL,0,0,0,0,17735.26,9.783310027376551
BGR,PAK,0,0,0,0,4408.147,8.391209698734054
BGR,PER,0,0,0,0,11768.54,9.373185148380088
BGR,PHL,0,0,0,0,9531.146,9.162320241254882
BGR,POL,0,0,0,0,1080.42,6.985105133409469
BGR,PRT,0,0,0,0,2754.19,7.920878667468048
BGR,RUS,0,0,0,0,1785.898,7.487676648943295
BGR,SAU,0,0,0,0,2938.574,7.985679708652075
BGR,SEN,0,0,0,0,4980.577,8.513301026760862
BGR,SGP,0,0,0,0,9147.756,9.121263882290235
BGR,SVK,0,0,0,0,776.8502,6.655247538987935
BGR,SVN,0,0,0,0,795.2473,6.678653135464735
BGR,SWE,0,0,0,0,1889.219,7.543918795138444
BGR,THA,0,0,0,0,7945.512,8.980362519940392
BGR,TUN,0,0,0,0,1292.041,7.163978417585173
BGR,TUR,1,0,1,0,502.3289,6.219255084438353
BGR,UKR,0,0,0,0,1022.553,6.930057720314466
BGR,USA,0,0,0,0,7588.903,8.934442327664565
BGR,VNM,0,0,0,0,7859.746,8.969509569379467
BGR,ZAF,0,0,0,0,8539.735,9.052485255856196
BLR,ARG,0,0,0,0,12819.34,9.458710247090131
BLR,AUS,0,0,0,0,15157.96,9.62628108549793
