iso_o,iso_d,TIME_PERIOD,OBS_VALUE
ARG,NZL,2013,0.092
ARG,NZL,2014,0.119
ARG,NZL,2015,0.083
ARG,NZL,2016,0.089
ARG,NZL,2017,0.101
ARG,NZL,2018,0.158
ARG,NZL,2019,0.147
ARG,NZL,2020,0.16
AUS,NZL,2000,5.414
AUS,NZL,2001,5.75
AUS,NZL,2002,5.823
AUS,NZL,2003,5.94
AUS,NZL,2004,6.307
AUS,NZL,2005,6.072
AUS,NZL,2006,5.528
AUS,NZL,2007,5.344
AUS,NZL,2008,4.825
AUS,NZL,2009,4.756
AUS,NZL,2010,3.958
AUS,NZL,2011,3.858
AUS,NZL,2012,3.909
AUS,NZL,2013,3.702
AUS,NZL,2014,3.714
AUS,NZL,2015,3.341
AUS,NZL,2016,3.765
AUS,NZL,2017,3.632
AUS,NZL,2018,3.593
AUS,NZL,2019,3.512
AUS,NZL,2020,2.919
AUT,NZL,2000,0.039
AUT,NZL,2001,0.033
AUT,NZL,2002,0.04
AUT,NZL,2003,0.037
AUT,NZL,2004,0.048
AUT,NZL,2005,0.048
AUT,NZL,2006,0.05
AUT,NZL,2007,0.043
AUT,NZL,2008,0.049
AUT,NZL,2009,0.032
AUT,NZL,2010,0.039
AUT,NZL,2011,0.046
AUT,NZL,2012,0.046
AUT,NZL,2013,0.052
AUT,NZL,2014,0.064
AUT,NZL,2015,0.054
AUT,NZL,2016,0.055
AUT,NZL,2017,0.064
AUT,NZL,2018,0.065
AUT,NZL,2019,0.081
AUT,NZL,2020,0.053
BEL,NZL,2000,0.074
BEL,NZL,2001,0.084
BEL,NZL,2002,0.085
BEL,NZL,2003,0.076
BEL,NZL,2004,0.097
BEL,NZL,2005,0.092
BEL,NZL,2006,0.074
BEL,NZL,2007,0.073
BEL,NZL,2008,0.08
BEL,NZL,2009,0.054
BEL,NZL,2010,0.067
BEL,NZL,2011,0.071
BEL,NZL,2012,0.077
BEL,NZL,2013,0.078
BEL,NZL,2014,0.078
BEL,NZL,2015,0.083
BEL,NZL,2016,0.082
BEL,NZL,2017,0.089
BEL,NZL,2018,0.085
BEL,NZL,2019,0.076
BEL,NZL,2020,0.067
BGD,NZL,2000,0.006
BGD,NZL,2001,0.005
BGD,NZL,2002,0.006
BGD,NZL,2003,0.013
BGD,NZL,2004,0.005
BGD,NZL,2005,0.005
BGD,NZL,2006,0.006
BGD,NZL,2007,0.005
BGD,NZL,2008,0.005
BGD,NZL,2009,0.008
BGD,NZL,2010,0.014
BGD,NZL,2011,0.018
BGD,NZL,2012,0.025
BGD,NZL,2013,0.025
BGD,NZL,2014,0.022
BGD,NZL,2015,0.026
BGD,NZL,2016,0.027
BGD,NZL,2017,0.029
BGD,NZL,2018,0.035
BGD,NZL,2019,0.039
BGD,NZL,2020,0.041
BGR,NZL,2000,0.008
BGR,NZL,2001,0.008
BGR,NZL,2002,0.008
BGR,NZL,2003,0.008
BGR,NZL,2004,0.007
BGR,NZL,2005,0.006
BGR,NZL,2006,0.009
BGR,NZL,2007,0.005
BGR,NZL,2008,0.006
BGR,NZL,2009,0.005
BGR,NZL,2010,0.006
BGR,NZL,2011,0.009
BGR,NZL,2012,0.016
BGR,NZL,2013,0.013
BGR,NZL,2014,0.023
BGR,NZL,2015,0.064
BGR,NZL,2016,0.032
BGR,NZL,2017,0.026
BGR,NZL,2018,0.023
BGR,NZL,2019,0.027
BGR,NZL,2020,0.013
BLR,NZL,2000,0.016
BLR,NZL,2001,0.012
BLR,NZL,2002,0.004
BLR,NZL,2003,0.01
BLR,NZL,2004,0.006
BLR,NZL,2005,0.005
BLR,NZL,2006,0.004
BLR,NZL,2007,0.008
BLR,NZL,2008,0.005
BLR,NZL,2009,0.002
BLR,NZL,2010,0.023
BLR,NZL,2011,0.004
BLR,NZL,2012,0.007
BLR,NZL,2013,0.025
BLR,NZL,2014,0.039
BLR,NZL,2015,0.039
BLR,NZL,2016,0.013
BLR,NZL,2017,0.01
BLR,NZL,2018,0.053
BLR,NZL,2019,0.056
BLR,NZL,2020,0.031
BRA,NZL,2000,0.156
BRA,NZL,2001,0.16
BRA,NZL,2002,0.197
BRA,NZL,2003,0.217
BRA,NZL,2004,0.343
BRA,NZL,2005,0.297
BRA,NZL,2006,0.262
BRA,NZL,2007,0.267
BRA,NZL,2008,0.191
BRA,NZL,2009,0.092
BRA,NZL,2010,0.096
BRA,NZL,2011,0.135
BRA,NZL,2012,0.121
BRA,NZL,2013,0.083
BRA,NZL,2014,0.102
BRA,NZL,2015,0.126
BRA,NZL,2016,0.16
BRA,NZL,2017,0.139
BRA,NZL,2018,0.128
BRA,NZL,2019,0.155
BRA,NZL,2020,0.173
BRN,NZL,2000,0.0
BRN,NZL,2001,0.017
BRN,NZL,2002,0.054
BRN,NZL,2003,0.107
BRN,NZL,2004,0.12
BRN,NZL,2005,0.072
BRN,NZL,2006,0.189
BRN,NZL,2007,0.091
BRN,NZL,2008,0.145
BRN,NZL,2009,0.304
BRN,NZL,2010,0.264
BRN,NZL,2011,0.153
BRN,NZL,2012,0.317
BRN,NZL,2013,0.223
BRN,NZL,2014,0.19
BRN,NZL,2015,0.268
BRN,NZL,2016,0.125
BRN,NZL,2017,0.007
BRN,NZL,2018,0.008
BRN,NZL,2019,0.01
BRN,NZL,2020,0.024
CAN,NZL,2000,0.259
CAN,NZL,2001,0.253
CAN,NZL,2002,0.224
CAN,NZL,2003,0.273
CAN,NZL,2004,0.302
CAN,NZL,2005,0.324
CAN,NZL,2006,0.307
CAN,NZL,2007,0.319
CAN,NZL,2008,0.351
CAN,NZL,2009,0.345
CAN,NZL,2010,0.332
CAN,NZL,2011,0.38
CAN,NZL,2012,0.422
CAN,NZL,2013,0.45
CAN,NZL,2014,0.505
CAN,NZL,2015,0.555
CAN,NZL,2016,0.65
CAN,NZL,2017,0.546
CAN,NZL,2018,0.579
CAN,NZL,2019,0.596
CAN,NZL,2020,0.477
CHE,NZL,2000,0.073
CHE,NZL,2001,0.071
CHE,NZL,2002,0.055
CHE,NZL,2003,0.056
CHE,NZL,2004,0.061
CHE,NZL,2005,0.063
CHE,NZL,2006,0.063
CHE,NZL,2007,0.063
CHE,NZL,2008,0.06
CHE,NZL,2009,0.054
CHE,NZL,2010,0.05
CHE,NZL,2011,0.066
CHE,NZL,2012,0.06
CHE,NZL,2013,0.066
CHE,NZL,2014,0.056
CHE,NZL,2015,0.055
CHE,NZL,2016,0.064
CHE,NZL,2017,0.064
CHE,NZL,2018,0.066
CHE,NZL,2019,0.07
CHE,NZL,2020,0.048
CHL,NZL,2000,0.018
CHL,NZL,2001,0.02
CHL,NZL,2002,0.022
CHL,NZL,2003,0.032
CHL,NZL,2004,0.043
CHL,NZL,2005,0.049
CHL,NZL,2006,0.041
CHL,NZL,2007,0.041
CHL,NZL,2008,0.044
CHL,NZL,2009,0.023
CHL,NZL,2010,0.031
CHL,NZL,2011,0.044
CHL,NZL,2012,0.04
CHL,NZL,2013,0.035
CHL,NZL,2014,0.034
CHL,NZL,2015,0.038
CHL,NZL,2016,0.032
CHL,NZL,2017,0.034
CHL,NZL,2018,0.038
CHL,NZL,2019,0.045
CHL,NZL,2020,0.036
CHN,NZL,2000,2.071
CHN,NZL,2001,2.015
CHN,NZL,2002,2.362
CHN,NZL,2003,3.398
CHN,NZL,2004,4.54
CHN,NZL,2005,5.634
CHN,NZL,2006,5.655
CHN,NZL,2007,6.102
CHN,NZL,2008,6.043
CHN,NZL,2009,4.559
CHN,NZL,2010,5.022
CHN,NZL,2011,5.921
CHN,NZL,2012,6.237
CHN,NZL,2013,6.649
CHN,NZL,2014,7.142
CHN,NZL,2015,6.899
CHN,NZL,2016,6.459
CHN,NZL,2017,6.9
CHN,NZL,2018,7.853
CHN,NZL,2019,8.225
CHN,NZL,2020,7.594
CIV,NZL,2000,0.0
CIV,NZL,2001,0.0
CIV,NZL,2002,0.0
CIV,NZL,2003,0.0
CIV,NZL,2004,0.0
CIV,NZL,2005,0.001
CIV,NZL,2006,0.001
CIV,NZL,2007,0.001
CIV,NZL,2008,0.001
CIV,NZL,2009,0.0
CIV,NZL,2010,0.0
CIV,NZL,2011,0.0
CIV,NZL,2012,0.0
CIV,NZL,2013,0.0
CIV,NZL,2014,0.0
CIV,NZL,2015,0.0
CIV,NZL,2016,0.0
CIV,NZL,2017,0.0
CIV,NZL,2018,0.0
CIV,NZL,2019,0.0
CIV,NZL,2020,0.001
CMR,NZL,2000,0.0
CMR,NZL,2001,0.0
CMR,NZL,2002,0.001
CMR,NZL,2003,0.0
CMR,NZL,2004,0.001
CMR,NZL,2005,0.001
CMR,NZL,2006,0.001
CMR,NZL,2007,0.001
CMR,NZL,2008,0.001
CMR,NZL,2009,0.0
CMR,NZL,2010,0.001
CMR,NZL,2011,0.001
CMR,NZL,2012,0.001
CMR,NZL,2013,0.002
CMR,NZL,2014,0.002
CMR,NZL,2015,0.002
CMR,NZL,2016,0.001
CMR,NZL,2017,0.001
CMR,NZL,2018,0.001
CMR,NZL,2019,0.001
CMR,NZL,2020,0.001
COL,NZL,2000,0.011
COL,NZL,2001,0.009
COL,NZL,2002,0.009
COL,NZL,2003,0.011
COL,NZL,2004,0.012
COL,NZL,2005,0.014
COL,NZL,2006,0.015
COL,NZL,2007,0.013
COL,NZL,2008,0.013
COL,NZL,2009,0.009
COL,NZL,2010,0.012
COL,NZL,2011,0.013
COL,NZL,2012,0.02
COL,NZL,2013,0.016
COL,NZL,2014,0.021
COL,NZL,2015,0.019
COL,NZL,2016,0.019
COL,NZL,2017,0.021
COL,NZL,2018,0.022
COL,NZL,2019,0.022
COL,NZL,2020,0.014
CRI,NZL,2000,0.002
CRI,NZL,2001,0.002
CRI,NZL,2002,0.002
CRI,NZL,2003,0.002
CRI,NZL,2004,0.003
CRI,NZL,2005,0.003
CRI,NZL,2006,0.002
CRI,NZL,2007,0.001
CRI,NZL,2008,0.002
CRI,NZL,2009,0.001
CRI,NZL,2010,0.002
CRI,NZL,2011,0.002
CRI,NZL,2012,0.003
CRI,NZL,2013,0.002
CRI,NZL,2014,0.008
CRI,NZL,2015,0.002
CRI,NZL,2016,0.011
CRI,NZL,2017,0.008
CRI,NZL,2018,0.004
CRI,NZL,2019,0.004
CRI,NZL,2020,0.004
CYP,NZL,2000,0.002
CYP,NZL,2001,0.002
CYP,NZL,2002,0.003
CYP,NZL,2003,0.003
CYP,NZL,2004,0.002
CYP,NZL,2005,0.001
CYP,NZL,2006,0.003
CYP,NZL,2007,0.003
CYP,NZL,2008,0.003
CYP,NZL,2009,0.003
CYP,NZL,2010,0.002
CYP,NZL,2011,0.003
CYP,NZL,2012,0.002
CYP,NZL,2013,0.002
CYP,NZL,2014,0.002
CYP,NZL,2015,0.002
CYP,NZL,2016,0.002
CYP,NZL,2017,0.003
CYP,NZL,2018,0.003
CYP,NZL,2019,0.003
CYP,NZL,2020,0.003
CZE,NZL,2000,0.015
CZE,NZL,2001,0.018
CZE,NZL,2002,0.019
CZE,NZL,2003,0.021
CZE,NZL,2004,0.026
CZE,NZL,2005,0.029
CZE,NZL,2006,0.021
CZE,NZL,2007,0.02
CZE,NZL,2008,0.028
CZE,NZL,2009,0.024
CZE,NZL,2010,0.021
CZE,NZL,2011,0.027
CZE,NZL,2012,0.034
CZE,NZL,2013,0.036
CZE,NZL,2014,0.039
CZE,NZL,2015,0.046
CZE,NZL,2016,0.05
CZE,NZL,2017,0.051
CZE,NZL,2018,0.059
CZE,NZL,2019,0.066
CZE,NZL,2020,0.044
DEU,NZL,2000,0.479
DEU,NZL,2001,0.458
DEU,NZL,2002,0.519
DEU,NZL,2003,0.579
DEU,NZL,2004,0.669
DEU,NZL,2005,0.656
DEU,NZL,2006,0.61
DEU,NZL,2007,0.75
DEU,NZL,2008,0.797
DEU,NZL,2009,0.699
DEU,NZL,2010,0.657
DEU,NZL,2011,0.724
DEU,NZL,2012,0.851
DEU,NZL,2013,0.836
DEU,NZL,2014,0.881
DEU,NZL,2015,0.887
DEU,NZL,2016,0.864
DEU,NZL,2017,0.931
DEU,NZL,2018,0.945
DEU,NZL,2019,0.922
DEU,NZL,2020,0.562
DNK,NZL,2000,0.106
DNK,NZL,2001,0.066
DNK,NZL,2002,0.066
DNK,NZL,2003,0.074
DNK,NZL,2004,0.101
DNK,NZL,2005,0.144
DNK,NZL,2006,0.225
DNK,NZL,2007,0.172
DNK,NZL,2008,0.157
DNK,NZL,2009,0.14
DNK,NZL,2010,0.149
DNK,NZL,2011,0.105
DNK,NZL,2012,0.084
DNK,NZL,2013,0.094
DNK,NZL,2014,0.113
DNK,NZL,2015,0.105
DNK,NZL,2016,0.107
DNK,NZL,2017,0.106
DNK,NZL,2018,0.104
DNK,NZL,2019,0.107
DNK,NZL,2020,0.064
EGY,NZL,2000,0.012
EGY,NZL,2001,0.01
EGY,NZL,2002,0.013
EGY,NZL,2003,0.03
EGY,NZL,2004,0.038
EGY,NZL,2005,0.02
EGY,NZL,2006,0.023
EGY,NZL,2007,0.026
EGY,NZL,2008,0.026
EGY,NZL,2009,0.007
EGY,NZL,2010,0.008
EGY,NZL,2011,0.008
EGY,NZL,2012,0.01
EGY,NZL,2013,0.01
EGY,NZL,2014,0.008
EGY,NZL,2015,0.006
EGY,NZL,2016,0.007
EGY,NZL,2017,0.012
EGY,NZL,2018,0.013
EGY,NZL,2019,0.01
EGY,NZL,2020,0.006
ESP,NZL,2000,0.122
ESP,NZL,2001,0.14
ESP,NZL,2002,0.131
ESP,NZL,2003,0.136
ESP,NZL,2004,0.155
ESP,NZL,2005,0.17
ESP,NZL,2006,0.174
ESP,NZL,2007,0.17
ESP,NZL,2008,0.213
ESP,NZL,2009,0.085
ESP,NZL,2010,0.115
ESP,NZL,2011,0.129
ESP,NZL,2012,0.119
ESP,NZL,2013,0.132
ESP,NZL,2014,0.154
ESP,NZL,2015,0.187
ESP,NZL,2016,0.162
ESP,NZL,2017,0.165
ESP,NZL,2018,0.176
ESP,NZL,2019,0.166
ESP,NZL,2020,0.133
EST,NZL,2000,0.002
EST,NZL,2001,0.002
EST,NZL,2002,0.001
EST,NZL,2003,0.002
EST,NZL,2004,0.002
EST,NZL,2005,0.001
EST,NZL,2006,0.004
EST,NZL,2007,0.002
EST,NZL,2008,0.004
EST,NZL,2009,0.009
EST,NZL,2010,0.006
EST,NZL,2011,0.004
EST,NZL,2012,0.004
EST,NZL,2013,0.004
EST,NZL,2014,0.003
EST,NZL,2015,0.004
EST,NZL,2016,0.004
EST,NZL,2017,0.007
EST,NZL,2018,0.005
EST,NZL,2019,0.007
EST,NZL,2020,0.006
FIN,NZL,2000,0.051
FIN,NZL,2001,0.057
FIN,NZL,2002,0.044
FIN,NZL,2003,0.041
FIN,NZL,2004,0.056
FIN,NZL,2005,0.05
FIN,NZL,2006,0.046
FIN,NZL,2007,0.053
FIN,NZL,2008,0.057
FIN,NZL,2009,0.044
FIN,NZL,2010,0.052
FIN,NZL,2011,0.054
FIN,NZL,2012,0.054
FIN,NZL,2013,0.047
FIN,NZL,2014,0.05
FIN,NZL,2015,0.057
FIN,NZL,2016,0.059
FIN,NZL,2017,0.056
FIN,NZL,2018,0.061
FIN,NZL,2019,0.057
FIN,NZL,2020,0.038
FRA,NZL,2000,0.15
FRA,NZL,2001,0.163
FRA,NZL,2002,0.153
FRA,NZL,2003,0.191
FRA,NZL,2004,0.224
FRA,NZL,2005,0.244
FRA,NZL,2006,0.196
FRA,NZL,2007,0.202
FRA,NZL,2008,0.206
FRA,NZL,2009,0.188
FRA,NZL,2010,0.152
FRA,NZL,2011,0.192
FRA,NZL,2012,0.242
FRA,NZL,2013,0.251
FRA,NZL,2014,0.245
FRA,NZL,2015,0.252
FRA,NZL,2016,0.234
FRA,NZL,2017,0.247
FRA,NZL,2018,0.244
FRA,NZL,2019,0.243
FRA,NZL,2020,0.175
GBR,NZL,2000,0.637
GBR,NZL,2001,0.619
GBR,NZL,2002,0.532
GBR,NZL,2003,0.525
GBR,NZL,2004,0.634
GBR,NZL,2005,0.627
GBR,NZL,2006,0.675
GBR,NZL,2007,0.399
GBR,NZL,2008,0.353
GBR,NZL,2009,0.303
GBR,NZL,2010,0.316
GBR,NZL,2011,0.377
GBR,NZL,2012,0.382
GBR,NZL,2013,0.342
GBR,NZL,2014,0.331
GBR,NZL,2015,0.322
GBR,NZL,2016,0.321
GBR,NZL,2017,0.363
GBR,NZL,2018,0.372
GBR,NZL,2019,0.37
GBR,NZL,2020,0.23
GRC,NZL,2000,0.017
GRC,NZL,2001,0.016
GRC,NZL,2002,0.024
GRC,NZL,2003,0.021
GRC,NZL,2004,0.022
GRC,NZL,2005,0.018
GRC,NZL,2006,0.015
GRC,NZL,2007,0.016
GRC,NZL,2008,0.015
GRC,NZL,2009,0.013
GRC,NZL,2010,0.015
GRC,NZL,2011,0.019
GRC,NZL,2012,0.02
GRC,NZL,2013,0.021
GRC,NZL,2014,0.022
GRC,NZL,2015,0.02
GRC,NZL,2016,0.019
GRC,NZL,2017,0.022
GRC,NZL,2018,0.026
GRC,NZL,2019,0.028
GRC,NZL,2020,0.017
HKG,NZL,2000,0.175
HKG,NZL,2001,0.174
HKG,NZL,2002,0.164
HKG,NZL,2003,0.196
HKG,NZL,2004,0.225
HKG,NZL,2005,0.244
HKG,NZL,2006,0.26
HKG,NZL,2007,0.267
HKG,NZL,2008,0.241
HKG,NZL,2009,0.215
HKG,NZL,2010,0.208
HKG,NZL,2011,0.192
HKG,NZL,2012,0.128
HKG,NZL,2013,0.116
HKG,NZL,2014,0.113
HKG,NZL,2015,0.11
HKG,NZL,2016,0.106
HKG,NZL,2017,0.106
HKG,NZL,2018,0.103
HKG,NZL,2019,0.116
HKG,NZL,2020,0.068
HRV,NZL,2000,0.005
HRV,NZL,2001,0.004
HRV,NZL,2002,0.005
HRV,NZL,2003,0.006
HRV,NZL,2004,0.004
HRV,NZL,2005,0.004
HRV,NZL,2006,0.004
HRV,NZL,2007,0.004
HRV,NZL,2008,0.005
HRV,NZL,2009,0.002
HRV,NZL,2010,0.003
HRV,NZL,2011,0.017
HRV,NZL,2012,0.004
HRV,NZL,2013,0.003
HRV,NZL,2014,0.002
HRV,NZL,2015,0.002
HRV,NZL,2016,0.002
HRV,NZL,2017,0.003
HRV,NZL,2018,0.005
HRV,NZL,2019,0.005
HRV,NZL,2020,0.002
HUN,NZL,2000,0.017
HUN,NZL,2001,0.02
HUN,NZL,2002,0.019
HUN,NZL,2003,0.023
HUN,NZL,2004,0.023
HUN,NZL,2005,0.024
HUN,NZL,2006,0.02
HUN,NZL,2007,0.026
HUN,NZL,2008,0.028
HUN,NZL,2009,0.021
HUN,NZL,2010,0.027
HUN,NZL,2011,0.05
HUN,NZL,2012,0.027
HUN,NZL,2013,0.025
HUN,NZL,2014,0.027
HUN,NZL,2015,0.031
HUN,NZL,2016,0.025
HUN,NZL,2017,0.029
HUN,NZL,2018,0.029
HUN,NZL,2019,0.051
HUN,NZL,2020,0.032
IDN,NZL,2000,0.368
IDN,NZL,2001,0.479
IDN,NZL,2002,0.463
IDN,NZL,2003,0.446
IDN,NZL,2004,0.519
IDN,NZL,2005,0.711
IDN,NZL,2006,0.628
IDN,NZL,2007,0.696
IDN,NZL,2008,0.75
IDN,NZL,2009,0.547
IDN,NZL,2010,0.436
IDN,NZL,2011,0.516
IDN,NZL,2012,0.442
IDN,NZL,2013,0.596
IDN,NZL,2014,0.601
IDN,NZL,2015,0.643
IDN,NZL,2016,0.431
IDN,NZL,2017,0.494
IDN,NZL,2018,0.554
IDN,NZL,2019,0.535
IDN,NZL,2020,0.417
IND,NZL,2000,0.272
IND,NZL,2001,0.3
IND,NZL,2002,0.302
IND,NZL,2003,0.346
IND,NZL,2004,0.438
IND,NZL,2005,0.47
IND,NZL,2006,0.506
IND,NZL,2007,0.45
IND,NZL,2008,0.515
IND,NZL,2009,0.548
IND,NZL,2010,0.57
IND,NZL,2011,0.637
IND,NZL,2012,0.685
IND,NZL,2013,0.709
IND,NZL,2014,0.804
IND,NZL,2015,0.907
IND,NZL,2016,0.785
IND,NZL,2017,0.797
IND,NZL,2018,0.902
IND,NZL,2019,0.956
IND,NZL,2020,0.864
IRL,NZL,2000,0.038
IRL,NZL,2001,0.054
IRL,NZL,2002,0.041
IRL,NZL,2003,0.054
IRL,NZL,2004,0.071
IRL,NZL,2005,0.108
IRL,NZL,2006,0.111
IRL,NZL,2007,0.076
IRL,NZL,2008,0.107
IRL,NZL,2009,0.085
IRL,NZL,2010,0.099
IRL,NZL,2011,0.119
IRL,NZL,2012,0.089
IRL,NZL,2013,0.1
IRL,NZL,2014,0.122
IRL,NZL,2015,0.097
IRL,NZL,2016,0.103
IRL,NZL,2017,0.117
IRL,NZL,2018,0.136
IRL,NZL,2019,0.144
IRL,NZL,2020,0.124
ISL,NZL,2000,0.003
ISL,NZL,2001,0.003
ISL,NZL,2002,0.003
ISL,NZL,2003,0.004
ISL,NZL,2004,0.004
ISL,NZL,2005,0.005
ISL,NZL,2006,0.004
ISL,NZL,2007,0.004
ISL,NZL,2008,0.005
ISL,NZL,2009,0.003
ISL,NZL,2010,0.002
ISL,NZL,2011,0.008
ISL,NZL,2012,0.004
ISL,NZL,2013,0.006
ISL,NZL,2014,0.003
ISL,NZL,2015,0.004
ISL,NZL,2016,0.006
ISL,NZL,2017,0.005
ISL,NZL,2018,0.006
ISL,NZL,2019,0.005
ISL,NZL,2020,0.002
ISR,NZL,2000,0.051
ISR,NZL,2001,0.054
ISR,NZL,2002,0.052
ISR,NZL,2003,0.061
ISR,NZL,2004,0.097
ISR,NZL,2005,0.06
ISR,NZL,2006,0.061
ISR,NZL,2007,0.056
ISR,NZL,2008,0.065
ISR,NZL,2009,0.044
ISR,NZL,2010,0.042
ISR,NZL,2011,0.048
ISR,NZL,2012,0.082
ISR,NZL,2013,0.067
ISR,NZL,2014,0.063
ISR,NZL,2015,0.06
ISR,NZL,2016,0.057
ISR,NZL,2017,0.064
ISR,NZL,2018,0.067
ISR,NZL,2019,0.081
ISR,NZL,2020,0.055
ITA,NZL,2000,0.263
ITA,NZL,2001,0.278
ITA,NZL,2002,0.285
ITA,NZL,2003,0.287
ITA,NZL,2004,0.33
ITA,NZL,2005,0.341
ITA,NZL,2006,0.305
ITA,NZL,2007,0.344
ITA,NZL,2008,0.329
ITA,NZL,2009,0.198
ITA,NZL,2010,0.252
ITA,NZL,2011,0.308
ITA,NZL,2012,0.29
ITA,NZL,2013,0.302
ITA,NZL,2014,0.317
ITA,NZL,2015,0.33
ITA,NZL,2016,0.319
ITA,NZL,2017,0.33
ITA,NZL,2018,0.336
ITA,NZL,2019,0.338
ITA,NZL,2020,0.258
JOR,NZL,2000,0.014
JOR,NZL,2001,0.002
JOR,NZL,2002,0.002
JOR,NZL,2003,0.003
JOR,NZL,2004,0.003
JOR,NZL,2005,0.006
JOR,NZL,2006,0.005
JOR,NZL,2007,0.004
JOR,NZL,2008,0.004
JOR,NZL,2009,0.003
JOR,NZL,2010,0.003
JOR,NZL,2011,0.003
JOR,NZL,2012,0.004
JOR,NZL,2013,0.004
JOR,NZL,2014,0.008
JOR,NZL,2015,0.003
JOR,NZL,2016,0.004
JOR,NZL,2017,0.005
JOR,NZL,2018,0.004
JOR,NZL,2019,0.004
JOR,NZL,2020,0.003
JPN,NZL,2000,0.59
JPN,NZL,2001,0.62
JPN,NZL,2002,0.655
JPN,NZL,2003,0.744
JPN,NZL,2004,0.91
JPN,NZL,2005,1.218
JPN,NZL,2006,1.13
JPN,NZL,2007,1.332
JPN,NZL,2008,1.235
JPN,NZL,2009,0.893
JPN,NZL,2010,0.854
JPN,NZL,2011,0.815
JPN,NZL,2012,0.696
JPN,NZL,2013,0.795
JPN,NZL,2014,0.981
JPN,NZL,2015,0.954
JPN,NZL,2016,0.82
JPN,NZL,2017,0.928
JPN,NZL,2018,0.968
JPN,NZL,2019,0.918
JPN,NZL,2020,0.697
KAZ,NZL,2000,0.01
KAZ,NZL,2001,0.009
KAZ,NZL,2002,0.006
KAZ,NZL,2003,0.01
KAZ,NZL,2004,0.008
KAZ,NZL,2005,0.01
KAZ,NZL,2006,0.006
KAZ,NZL,2007,0.006
KAZ,NZL,2008,0.008
KAZ,NZL,2009,0.005
KAZ,NZL,2010,0.005
KAZ,NZL,2011,0.004
KAZ,NZL,2012,0.002
KAZ,NZL,2013,0.003
KAZ,NZL,2014,0.004
KAZ,NZL,2015,0.002
KAZ,NZL,2016,0.002
KAZ,NZL,2017,0.003
KAZ,NZL,2018,0.003
KAZ,NZL,2019,0.002
KAZ,NZL,2020,0.002
KHM,NZL,2000,0.002
KHM,NZL,2001,0.002
KHM,NZL,2002,0.002
KHM,NZL,2003,0.002
KHM,NZL,2004,0.002
KHM,NZL,2005,0.007
KHM,NZL,2006,0.006
KHM,NZL,2007,0.011
KHM,NZL,2008,0.02
KHM,NZL,2009,0.011
KHM,NZL,2010,0.008
KHM,NZL,2011,0.008
KHM,NZL,2012,0.008
KHM,NZL,2013,0.008
KHM,NZL,2014,0.009
KHM,NZL,2015,0.01
KHM,NZL,2016,0.01
KHM,NZL,2017,0.013
KHM,NZL,2018,0.011
KHM,NZL,2019,0.013
KHM,NZL,2020,0.012
KOR,NZL,2000,0.375
KOR,NZL,2001,0.44
KOR,NZL,2002,0.624
KOR,NZL,2003,0.653
KOR,NZL,2004,0.898
KOR,NZL,2005,0.761
KOR,NZL,2006,0.797
KOR,NZL,2007,0.657
KOR,NZL,2008,0.755
KOR,NZL,2009,0.886
KOR,NZL,2010,0.817
KOR,NZL,2011,0.936
KOR,NZL,2012,1.216
KOR,NZL,2013,1.281
KOR,NZL,2014,1.429
KOR,NZL,2015,1.176
KOR,NZL,2016,1.184
KOR,NZL,2017,0.969
KOR,NZL,2018,1.296
KOR,NZL,2019,1.045
KOR,NZL,2020,1.285
LAO,NZL,2000,0.0
LAO,NZL,2001,0.0
LAO,NZL,2002,0.0
LAO,NZL,2003,0.001
LAO,NZL,2004,0.001
LAO,NZL,2005,0.001
LAO,NZL,2006,0.001
LAO,NZL,2007,0.001
LAO,NZL,2008,0.001
LAO,NZL,2009,0.001
LAO,NZL,2010,0.003
LAO,NZL,2011,0.005
LAO,NZL,2012,0.001
LAO,NZL,2013,0.025
LAO,NZL,2014,0.022
LAO,NZL,2015,0.04
LAO,NZL,2016,0.034
LAO,NZL,2017,0.002
LAO,NZL,2018,0.002
LAO,NZL,2019,0.002
LAO,NZL,2020,0.001
LTU,NZL,2000,0.001
LTU,NZL,2001,0.0
LTU,NZL,2002,0.0
LTU,NZL,2003,0.0
LTU,NZL,2004,0.001
LTU,NZL,2005,0.0
LTU,NZL,2006,0.003
LTU,NZL,2007,0.002
LTU,NZL,2008,0.025
LTU,NZL,2009,0.002
LTU,NZL,2010,0.004
LTU,NZL,2011,0.017
LTU,NZL,2012,0.024
LTU,NZL,2013,0.004
LTU,NZL,2014,0.006
LTU,NZL,2015,0.024
LTU,NZL,2016,0.034
LTU,NZL,2017,0.062
LTU,NZL,2018,0.024
LTU,NZL,2019,0.028
LTU,NZL,2020,0.012
LUX,NZL,2000,0.035
LUX,NZL,2001,0.036
LUX,NZL,2002,0.03
LUX,NZL,2003,0.03
LUX,NZL,2004,0.031
LUX,NZL,2005,0.023
LUX,NZL,2006,0.022
LUX,NZL,2007,0.017
LUX,NZL,2008,0.017
LUX,NZL,2009,0.007
LUX,NZL,2010,0.01
LUX,NZL,2011,0.012
LUX,NZL,2012,0.011
LUX,NZL,2013,0.01
LUX,NZL,2014,0.011
LUX,NZL,2015,0.012
LUX,NZL,2016,0.011
LUX,NZL,2017,0.011
LUX,NZL,2018,0.011
LUX,NZL,2019,0.012
LUX,NZL,2020,0.009
LVA,NZL,2000,0.005
LVA,NZL,2001,0.001
